Greek_Word	Ln_Decimal_Code	Total_Unique_References	Refs
σήμερον	67.205	9	LUK 12:28!8; LUK 13:32!15; LUK 13:33!4; LUK 19:5!16; LUK 22:34!9; LUK 22:61!23; LUK 23:43!7; LUK 2:11!4; LUK 5:26!16
σίκερα	6.200	1	LUK 1:15!10
σίτου	3.41	1	LUK 16:7!13
σαββάτου	67.177	1	LUK 18:12!4
σαββάτου	67.184	4	LUK 13:14!33; LUK 13:16!25; LUK 14:5!21; LUK 6:5!7
σαββάτων	67.177	1	LUK 24:1!5
σαββάτων	67.184	1	LUK 4:16!18
σαββάτῳ	61.12	1	LUK 6:1!4
σαββάτῳ	67.184	8	LUK 13:14!8; LUK 13:15!12; LUK 14:1!14; LUK 14:3!14; LUK 6:1!4; LUK 6:6!5; LUK 6:7!11; LUK 6:9!12
σαλευθήσονται	16.7	1	LUK 21:26!16
σαλευόμενον	16.7	1	LUK 7:24!22
σαλεῦσαι	16.7	1	LUK 6:48!28
σαπρόν	65.28	1	LUK 6:43!8
σαπρὸν	65.28	1	LUK 6:43!12
σαροῖ	46.19	1	LUK 15:8!15
σε	92.6	29	LUK 11:27!22; LUK 11:36!23; LUK 12:58!20; LUK 12:58!27; LUK 12:58!34; LUK 13:31!17; LUK 14:10!15; LUK 14:12!32; LUK 14:18!20; LUK 14:19!13; LUK 16:27!4; LUK 17:19!10; LUK 18:42!11; LUK 19:21!3; LUK 19:22!8; LUK 19:43!15; LUK 19:43!18; LUK 19:44!3; LUK 22:64!11; LUK 2:48!25; LUK 4:10!12; LUK 4:11!6; LUK 4:34!12; LUK 6:29!3; LUK 6:30!3; LUK 7:50!10; LUK 8:20!14; LUK 8:45!19; LUK 8:48!10
σεαυτόν	92.10	3	LUK 10:27!38; LUK 23:37!11; LUK 4:23!13
σεαυτὸν	92.10	3	LUK 23:39!15; LUK 4:9!22; LUK 5:14!10
σεισμοί	14.87	1	LUK 21:11!1
σελήνῃ	1.29	1	LUK 21:25!7
σεσαλευμένον	16.7	1	LUK 6:38!8
σεσαρωμένον	46.19	1	LUK 11:25!4
σημεῖα	33.477	2	LUK 21:11!14; LUK 21:25!3
σημεῖον	33.477	9	LUK 11:16!4; LUK 11:29!13; LUK 11:29!16; LUK 11:29!23; LUK 11:30!7; LUK 21:7!13; LUK 23:8!25; LUK 2:12!5; LUK 2:34!25
σιαγόνα	8.22	1	LUK 6:29!6
σιγήσῃ	33.121	1	LUK 18:39!7
σινάπεως	3.20	2	LUK 13:19!4; LUK 17:6!10
σινδόνι	6.155	1	LUK 23:53!5
σινιάσαι	46.18	1	LUK 22:31!9
σιτευτόν	44.2	2	LUK 15:23!6; LUK 15:27!18
σιτευτόν	65.8	2	LUK 15:23!6; LUK 15:27!18
σιτευτὸν	44.2	1	LUK 15:30!18
σιτευτὸν	65.8	1	LUK 15:30!18
σιτομέτριον	5.3	1	LUK 12:42!26
σιωπήσουσιν	33.117	1	LUK 19:40!9
σιωπῶν	33.117	1	LUK 1:20!4
σιωπῶν	33.118	1	LUK 1:20!4
σκάνδαλα	88.306	1	LUK 17:1!11
σκάπτειν	19.55	1	LUK 16:3!18
σκάπτειν	43.3	1	LUK 16:3!18
σκάψω	43.3	1	LUK 13:8!15
σκανδαλίσῃ	88.304	1	LUK 17:2!18
σκανδαλισθῇ	25.180	1	LUK 7:23!7
σκεύει	6.118	1	LUK 8:16!7
σκεύη	57.20	1	LUK 17:31!12
σκηνάς	7.9	1	LUK 16:9!21
σκηνὰς	7.9	1	LUK 9:33!23
σκιρτήσατε	15.243	1	LUK 6:23!7
σκιρτήσατε	25.134	1	LUK 6:23!7
σκιᾷ	14.61	1	LUK 1:79!6
σκολιὰ	79.90	1	LUK 3:5!13
σκορπίζει	15.135	1	LUK 11:23!15
σκορπίον	4.56	1	LUK 11:12!7
σκορπίων	4.56	1	LUK 10:19!11
σκοτίᾳ	14.53	1	LUK 12:3!6
σκοτίᾳ	28.71	1	LUK 12:3!6
σκοτεινόν	14.54	2	LUK 11:34!30; LUK 11:36!12
σκυθρωποί	25.287	1	LUK 24:17!16
σκόπει	27.58	1	LUK 11:35!1
σκότει	14.53	1	LUK 1:79!4
σκότος	14.53	2	LUK 11:35!9; LUK 23:44!8
σκότους	14.53	1	LUK 22:53!26
σκύλλε	22.23	1	LUK 8:49!16
σκύλλου	22.16	1	LUK 7:6!24
σκῦλα	57.243	1	LUK 11:22!17
σοί	92.6	3	LUK 19:44!17; LUK 19:44!9; LUK 7:40!10
σοι	92.6	37	LUK 10:13!2; LUK 10:13!5; LUK 10:21!13; LUK 10:35!26; LUK 10:36!7; LUK 10:40!14; LUK 11:7!27; LUK 12:59!2; LUK 14:10!17; LUK 14:10!23; LUK 14:10!29; LUK 14:12!36; LUK 14:14!11; LUK 14:14!8; LUK 14:9!9; LUK 15:29!12; LUK 18:11!11; LUK 18:22!9; LUK 18:28!11; LUK 18:41!2; LUK 19:43!12; LUK 1:13!22; LUK 1:14!4; LUK 1:19!22; LUK 1:3!8; LUK 1:35!16; LUK 20:2!18; LUK 22:11!8; LUK 22:34!5; LUK 23:43!5; LUK 5:20!9; LUK 5:23!6; LUK 7:47!4; LUK 8:30!7; LUK 8:39!9; LUK 9:57!12; LUK 9:61!6
σοροῦ	6.109	1	LUK 7:14!5
σου	92.6	104	LUK 10:17!18; LUK 10:21!40; LUK 10:27!14; LUK 10:27!20; LUK 10:27!26; LUK 10:27!32; LUK 10:27!36; LUK 10:27!9; LUK 11:2!11; LUK 11:2!15; LUK 11:34!12; LUK 11:34!19; LUK 11:34!29; LUK 11:34!8; LUK 11:36!5; LUK 12:20!12; LUK 12:58!7; LUK 13:12!14; LUK 13:26!6; LUK 13:34!18; LUK 14:12!16; LUK 14:12!20; LUK 14:12!24; LUK 14:8!14; LUK 15:18!17; LUK 15:19!13; LUK 15:19!6; LUK 15:21!13; LUK 15:21!19; LUK 15:27!14; LUK 15:27!8; LUK 15:29!16; LUK 15:30!5; LUK 15:30!9; LUK 15:32!9; LUK 16:2!16; LUK 16:25!10; LUK 16:25!14; LUK 16:6!12; LUK 16:7!17; LUK 17:19!8; LUK 17:3!7; LUK 18:20!15; LUK 18:42!9; LUK 19:16!9; LUK 19:18!8; LUK 19:20!10; LUK 19:22!6; LUK 19:39!15; LUK 19:42!19; LUK 19:43!10; LUK 19:44!26; LUK 19:44!7; LUK 19:5!21; LUK 1:13!14; LUK 1:13!18; LUK 1:36!6; LUK 1:38!13; LUK 1:42!17; LUK 1:44!9; LUK 1:61!11; LUK 20:43!10; LUK 20:43!6; LUK 22:32!11; LUK 22:32!19; LUK 23:42!11; LUK 23:46!11; LUK 2:29!10; LUK 2:29!5; LUK 2:30!8; LUK 2:32!8; LUK 2:48!20; LUK 4:11!13; LUK 4:12!14; LUK 4:23!26; LUK 4:8!11; LUK 5:14!18; LUK 5:20!12; LUK 5:23!9; LUK 5:24!26; LUK 5:24!31; LUK 5:5!16; LUK 6:10!10; LUK 6:29!15; LUK 6:41!12; LUK 6:42!16; LUK 6:42!46; LUK 6:42!6; LUK 7:27!13; LUK 7:27!18; LUK 7:27!20; LUK 7:44!14; LUK 7:48!5; LUK 7:50!8; LUK 8:20!10; LUK 8:20!6; LUK 8:28!23; LUK 8:39!5; LUK 8:48!8; LUK 8:49!14; LUK 9:38!11; LUK 9:40!5; LUK 9:41!23; LUK 9:49!11
σουδαρίῳ	6.159	1	LUK 19:20!15
σοφία	32.41	2	LUK 11:49!5; LUK 7:35!4
σοφίαν	32.32	2	LUK 11:31!25; LUK 21:15!7
σοφίᾳ	32.37	2	LUK 2:40!8; LUK 2:52!4
σοφῶν	32.35	1	LUK 10:21!25
σοὶ	92.6	5	LUK 11:35!8; LUK 3:22!26; LUK 5:33!21; LUK 7:14!13; LUK 9:33!26
σοὶ	92.8	1	LUK 5:33!21
σοῦ	92.6	10	LUK 12:20!15; LUK 16:2!10; LUK 1:28!11; LUK 22:32!5; LUK 22:33!7; LUK 2:35!2; LUK 4:10!9; LUK 4:7!8; LUK 6:42!22; LUK 6:42!34
σπέρμα	23.59	1	LUK 20:28!25
σπέρματι	10.29	1	LUK 1:55!11
σπήλαιον	1.57	1	LUK 19:46!15
σπαράσσει	23.167	1	LUK 9:39!10
σπείρειν	43.6	1	LUK 8:5!12
σπείρουσιν	43.6	1	LUK 12:24!6
σπείρων	43.6	1	LUK 8:5!3
σπεύσαντες	68.79	1	LUK 2:16!3
σπεύσας	68.79	2	LUK 19:5!14; LUK 19:6!2
σπεῖραι	43.6	1	LUK 8:5!5
σπλάγχνα	25.49	1	LUK 1:78!2
σποδῷ	14.73	1	LUK 10:13!25
σπορίμων	43.7	1	LUK 6:1!8
σπουδαίως	25.75	1	LUK 7:4!9
σπουδῆς	68.79	1	LUK 1:39!13
σπόρον	3.35	1	LUK 8:5!7
σπόρος	3.35	1	LUK 8:11!7
στάσιν	39.34	2	LUK 23:19!4; LUK 23:25!5
στάχυας	3.40	1	LUK 6:1!17
στέγην	7.50	1	LUK 7:6!32
στήθη	8.36	1	LUK 23:48!15
στήρισον	74.19	1	LUK 22:32!16
σταδίους	81.27	1	LUK 24:13!15
σταθήσεται	13.29	1	LUK 11:18!10
σταθεὶς	17.1	3	LUK 18:11!3; LUK 18:40!1; LUK 19:8!1
σταθῆναι	17.1	1	LUK 21:36!16
σταυρωθῆναι	20.76	2	LUK 23:23!8; LUK 24:7!14
σταυρὸν	6.27	3	LUK 14:27!5; LUK 23:26!15; LUK 9:23!16
σταφυλὴν	3.38	1	LUK 6:44!18
σταύρου	20.76	1	LUK 23:21!6
στείρᾳ	23.56	1	LUK 1:36!22
στενῆς	81.19	1	LUK 13:24!5
στεῖρα	23.56	1	LUK 1:7!10
στεῖραι	23.56	1	LUK 23:29!10
στιγμῇ	67.149	1	LUK 4:5!12
στολαῖς	6.174	1	LUK 20:46!9
στολὴν	6.174	1	LUK 15:22!11
στρατευόμενοι	55.18	1	LUK 3:14!5
στρατεύμασιν	55.10	1	LUK 23:11!9
στρατηγοὺς	37.91	1	LUK 22:52!11
στρατηγοῖς	37.91	1	LUK 22:4!7
στρατιώτας	55.17	1	LUK 7:8!12
στρατιᾶς	12.30	1	LUK 2:13!8
στρατιῶται	55.17	1	LUK 23:36!6
στρατοπέδων	55.7	1	LUK 21:20!6
στραφεὶς	16.13	7	LUK 10:23!2; LUK 14:25!7; LUK 22:61!2; LUK 23:28!1; LUK 7:44!2; LUK 7:9!9; LUK 9:55!1
στρουθία	4.46	1	LUK 12:6!3
στρουθίων	4.46	1	LUK 12:7!13
στόμα	33.101	1	LUK 21:15!5
στόμα	33.75	1	LUK 1:64!4
στόμα	8.19	1	LUK 6:45!29
στόματι	79.109	1	LUK 21:24!3
στόματος	33.101	2	LUK 22:71!14; LUK 4:22!16
στόματος	33.74	2	LUK 11:54!7; LUK 1:70!4
στόματός	33.101	1	LUK 19:22!5
στᾶσα	17.1	1	LUK 7:38!2
στῆθι	17.6	1	LUK 6:8!18
στῆθος	8.36	1	LUK 18:13!18
συγγενίς	10.7	1	LUK 1:36!5
συγγενείας	10.5	1	LUK 1:61!10
συγγενεῖς	10.6	2	LUK 14:12!23; LUK 1:58!7
συγγενεῦσιν	10.6	1	LUK 2:44!16
συγγενῶν	10.6	1	LUK 21:16!9
συγκαθισάντων	17.13	1	LUK 22:55!9
συγκαλεσάμενος	33.309	1	LUK 23:13!3
συγκαλεῖ	33.309	2	LUK 15:6!6; LUK 15:9!3
συγκατατεθειμένος	31.18	1	LUK 23:51!4
συγκεκαλυμμένον	28.81	1	LUK 12:2!3
συγκυρίαν	13.116	1	LUK 10:31!2
συγκύπτουσα	17.32	1	LUK 13:11!11
συζητεῖν	33.157	2	LUK 22:23!4; LUK 24:15!8
συκαμίνῳ	3.6	1	LUK 17:6!14
συκομορέαν	3.7	1	LUK 19:4!8
συκοφαντήσητε	33.434	1	LUK 3:14!17
συκῆν	3.5	1	LUK 21:29!7
συκῇ	3.5	1	LUK 13:7!16
συλλέγουσιν	18.10	1	LUK 6:44!13
συλλήμψῃ	23.49	1	LUK 1:31!3
συλλαβέσθαι	35.5	1	LUK 5:7!11
συλλημφθῆναι	23.49	1	LUK 2:21!22
συμβάλλουσα	30.7	1	LUK 2:19!9
συμβαλεῖν	15.79	1	LUK 14:31!7
συμβεβηκότων	13.111	1	LUK 24:14!9
συμπαραγενόμενοι	15.123	1	LUK 23:48!4
συμπληροῦσθαι	67.70	1	LUK 9:51!5
συμπνίγονται	22.22	1	LUK 8:14!21
συμφυεῖσαι	23.193	1	LUK 8:7!9
συμφωνήσει	64.10	1	LUK 5:36!29
συμφωνίας	14.83	1	LUK 15:25!17
συνάγων	15.125	1	LUK 11:23!12
συνάξω	85.48	2	LUK 12:17!12; LUK 12:18!13
συνέδριον	11.80	1	LUK 22:66!19
συνέθεντο	31.18	1	LUK 22:5!4
συνέκλεισαν	44.9	1	LUK 5:6!4
συνέλαβεν	23.49	1	LUK 1:24!6
συνέλαβον	37.109	1	LUK 5:9!16
συνέξουσίν	19.45	1	LUK 19:43!17
συνέπεσεν	20.51	1	LUK 6:49!23
συνέπνιγον	19.48	1	LUK 8:42!19
συνέσει	32.26	1	LUK 2:47!9
συνέχαιρον	25.126	1	LUK 1:58!18
συνέχομαι	25.241	1	LUK 12:50!7
συνέχομαι	90.65	1	LUK 12:50!7
συνέχοντες	37.122	1	LUK 22:63!5
συνέχουσίν	19.45	1	LUK 8:45!18
συνήντησεν	13.120	1	LUK 9:37!11
συνήρχοντο	15.123	1	LUK 5:15!9
συνήχθη	15.123	1	LUK 22:66!5
συναγαγεῖν	15.125	1	LUK 3:17!13
συναγαγὼν	57.144	1	LUK 15:13!6
συναγωγήν	7.20	1	LUK 4:16!21
συναγωγαῖς	7.20	3	LUK 11:43!11; LUK 20:46!20; LUK 4:15!6
συναγωγὰς	7.20	3	LUK 12:11!7; LUK 21:12!16; LUK 4:44!6
συναγωγὴν	7.20	2	LUK 6:6!10; LUK 7:5!8
συναγωγῆς	7.20	2	LUK 4:38!5; LUK 8:41!12
συναγωγῇ	7.20	3	LUK 4:20!15; LUK 4:28!7; LUK 4:33!4
συναγωγῶν	7.20	1	LUK 13:10!7
συνακολουθοῦσαι	15.157	1	LUK 23:49!11
συνανακείμενοι	34.10	1	LUK 7:49!4
συνανακειμένων	34.10	2	LUK 14:10!28; LUK 14:15!5
συναντήσει	13.120	1	LUK 22:10!11
συναντιλάβηται	35.5	1	LUK 10:40!28
συνείληφεν	23.49	1	LUK 1:36!9
συνείχοντο	90.65	1	LUK 8:37!17
συνελάλησεν	33.157	1	LUK 22:4!3
συνελάλουν	33.157	2	LUK 4:36!7; LUK 9:30!5
συνεληλυθυῖαι	15.148	1	LUK 23:55!7
συνελογίσαντο	33.157	1	LUK 20:5!3
συνεπληροῦντο	54.14	1	LUK 8:23!13
συνεπορεύετο	15.148	1	LUK 24:15!13
συνεπορεύοντο	15.148	1	LUK 7:11!12
συνεσθίει	23.12	1	LUK 15:2!15
συνεσπάραξεν	23.167	1	LUK 9:42!10
συνεστῶτας	17.2	1	LUK 9:32!22
συνετήρει	29.1	1	LUK 2:19!5
συνετῶν	32.27	1	LUK 10:21!27
συνευδοκεῖτε	31.17	1	LUK 11:48!5
συνεχομένη	90.65	1	LUK 4:38!16
συνηρπάκει	18.5	1	LUK 8:29!14
συνθλασθήσεται	19.39	1	LUK 20:18!8
συνιέναι	32.5	1	LUK 24:45!7
συνιῶσιν	32.5	1	LUK 8:10!25
συνοδίᾳ	15.150	1	LUK 2:44!7
συνοχὴ	25.240	1	LUK 21:25!14
συντελέσας	68.22	1	LUK 4:13!2
συντελεσθεισῶν	68.22	1	LUK 4:2!16
συντρῖβον	19.46	1	LUK 9:39!19
συντυχεῖν	15.76	1	LUK 8:19!14
συνῆκαν	32.5	2	LUK 18:34!5; LUK 2:50!4
συνῆσαν	85.2	1	LUK 9:18!10
σφόδρα	78.19	1	LUK 18:23!10
σχίσας	19.27	1	LUK 5:36!13
σχίσει	19.27	1	LUK 5:36!24
σωθήσεται	23.136	1	LUK 8:50!12
σωθῆναι	21.27	1	LUK 18:26!8
σωθῶσιν	21.27	1	LUK 8:12!24
σωματικῷ	8.2	1	LUK 3:22!7
σωσάτω	21.18	1	LUK 23:35!14
σωτήριον	21.28	1	LUK 3:6!6
σωτήριον	21.29	1	LUK 3:6!6
σωτήριόν	21.28	1	LUK 2:30!7
σωτήριόν	21.29	1	LUK 2:30!7
σωτηρία	21.26	1	LUK 19:9!9
σωτηρίαν	21.18	1	LUK 1:71!1
σωτηρίας	21.18	1	LUK 1:69!4
σωτηρίας	21.26	1	LUK 1:77!4
σωτὴρ	21.31	1	LUK 2:11!5
σωτῆρί	21.22	1	LUK 1:47!10
σωφρονοῦντα	30.22	1	LUK 8:35!23
σύ	92.6	3	LUK 10:15!2; LUK 17:8!22; LUK 22:32!13
σώματι	8.1	1	LUK 12:22!19
σώματός	8.1	1	LUK 11:34!4
σώσει	21.18	1	LUK 9:24!21
σώσει	21.27	1	LUK 9:24!21
σὰ	92.8	1	LUK 6:30!10
σὰρξ	9.11	1	LUK 3:6!4
σὲ	92.6	7	LUK 14:9!4; LUK 17:4!13; LUK 17:4!8; LUK 19:43!5; LUK 1:19!19; LUK 7:20!14; LUK 7:7!6
σὴς	4.49	1	LUK 12:33!23
σὸν	92.8	1	LUK 22:42!18
σὺ	92.6	14	LUK 10:37!17; LUK 15:31!6; LUK 16:25!24; LUK 19:19!6; LUK 19:42!10; LUK 1:42!8; LUK 1:76!2; LUK 22:58!9; LUK 22:67!3; LUK 23:37!4; LUK 23:39!10; LUK 23:40!10; LUK 4:7!1; LUK 9:60!11
σὺν	89.105	4	LUK 19:23!13; LUK 23:11!7; LUK 24:21!15; LUK 5:19!19
σὺν	89.107	19	LUK 1:56!4; LUK 20:1!22; LUK 22:14!10; LUK 22:56!16; LUK 23:32!7; LUK 24:10!15; LUK 24:24!5; LUK 24:29!21; LUK 24:33!16; LUK 24:44!15; LUK 2:13!4; LUK 2:5!2; LUK 5:9!8; LUK 7:12!27; LUK 7:6!5; LUK 8:1!23; LUK 8:38!12; LUK 8:51!10; LUK 9:32!6
σῖτον	3.41	3	LUK 12:18!17; LUK 22:31!12; LUK 3:17!15
σῦκα	3.36	1	LUK 6:44!14
σῳζόμενοι	21.27	1	LUK 13:23!9
σῶμά	8.1	4	LUK 11:34!18; LUK 11:34!28; LUK 11:36!4; LUK 22:19!13
σῶμα	8.1	7	LUK 12:23!10; LUK 12:4!13; LUK 17:37!13; LUK 23:52!7; LUK 23:55!19; LUK 24:23!5; LUK 24:3!6
σῶσαι	21.18	2	LUK 6:9!17; LUK 9:24!8
σῶσαι	21.27	2	LUK 19:10!9; LUK 9:24!8
σῶσον	21.18	2	LUK 23:37!10; LUK 23:39!14
τάξει	61.3	1	LUK 1:8!9
τάχει	67.111	1	LUK 18:8!9
τέκνα	10.28	1	LUK 3:8!29
τέκνα	10.36	5	LUK 14:26!20; LUK 18:29!21; LUK 1:17!15; LUK 20:31!13; LUK 23:28!21
τέκνα	11.63	2	LUK 13:34!17; LUK 19:44!6
τέκνοις	10.36	1	LUK 11:13!11
τέκνον	10.36	1	LUK 1:7!5
τέκνων	58.26	1	LUK 7:35!8
τέλος	67.66	3	LUK 1:33!16; LUK 21:9!18; LUK 22:37!22
τέλος	78.47	1	LUK 18:5!15
τέξῃ	23.52	1	LUK 1:31!7
τήν	92.24	1	LUK 2:16!6
τί	92.14	27	LUK 10:25!10; LUK 10:26!9; LUK 12:11!18; LUK 12:11!21; LUK 12:22!15; LUK 12:22!20; LUK 12:29!5; LUK 12:29!8; LUK 15:26!7; LUK 16:4!2; LUK 17:8!6; LUK 18:18!9; LUK 18:36!6; LUK 18:6!6; LUK 19:15!23; LUK 19:48!5; LUK 1:62!7; LUK 20:15!8; LUK 21:7!11; LUK 23:31!12; LUK 23:34!11; LUK 3:12!11; LUK 5:23!1; LUK 6:11!9; LUK 7:25!2; LUK 7:26!2; LUK 9:25!1
τί	92.15	3	LUK 12:26!6; LUK 2:48!13; LUK 6:41!1
τίθησιν	85.32	3	LUK 11:33!6; LUK 8:16!11; LUK 8:16!15
τίνα	92.14	3	LUK 11:11!1; LUK 12:5!4; LUK 9:20!6
τίνι	92.14	6	LUK 11:19!13; LUK 12:20!19; LUK 13:18!11; LUK 14:34!12; LUK 6:47!16; LUK 7:31!10
τίνος	92.14	2	LUK 20:24!4; LUK 20:33!7
τίς	92.14	26	LUK 10:22!11; LUK 10:22!20; LUK 10:29!11; LUK 10:36!1; LUK 12:14!6; LUK 12:25!1; LUK 14:28!1; LUK 14:31!2; LUK 15:8!2; LUK 16:11!12; LUK 16:12!11; LUK 18:26!6; LUK 19:3!6; LUK 20:2!14; LUK 22:23!8; LUK 22:24!8; LUK 22:27!1; LUK 22:64!7; LUK 3:7!11; LUK 4:34!13; LUK 5:21!16; LUK 7:39!18; LUK 7:42!7; LUK 8:9!7; LUK 9:46!7; LUK 9:9!8
ταμείοις	7.28	1	LUK 12:3!20
ταμεῖον	7.32	1	LUK 12:24!12
ταπείνωσιν	87.60	1	LUK 1:48!5
ταπεινούς	87.61	1	LUK 1:52!7
ταπεινωθήσεται	79.87	1	LUK 3:5!9
ταπεινωθήσεται	81.7	1	LUK 3:5!9
ταπεινωθήσεται	87.63	3	LUK 14:11!6; LUK 18:14!17; LUK 3:5!9
ταπεινῶν	87.63	2	LUK 14:11!9; LUK 18:14!20
τασσόμενος	13.13	1	LUK 7:8!8
ταχέως	67.110	2	LUK 14:21!19; LUK 16:6!17
ταύταις	92.29	4	LUK 1:39!7; LUK 23:7!19; LUK 24:18!23; LUK 6:12!6
ταύτας	92.29	1	LUK 1:24!3
ταύτην	92.29	14	LUK 12:41!10; LUK 13:16!1; LUK 13:6!3; LUK 15:3!7; LUK 18:5!9; LUK 18:9!19; LUK 20:19!29; LUK 20:2!21; LUK 20:9!9; LUK 23:48!9; LUK 24:21!19; LUK 4:23!10; LUK 4:6!10; LUK 7:44!10
ταύτης	92.29	6	LUK 11:31!12; LUK 11:32!10; LUK 11:50!16; LUK 11:51!22; LUK 17:25!12; LUK 7:31!8
ταύτῃ	92.29	8	LUK 11:30!17; LUK 12:20!7; LUK 13:32!8; LUK 13:7!17; LUK 16:24!30; LUK 17:34!3; LUK 17:6!15; LUK 19:42!8
ταῖς	92.24	38	LUK 11:43!10; LUK 11:43!16; LUK 13:26!11; LUK 17:26!12; LUK 17:26!5; LUK 17:28!5; LUK 1:18!21; LUK 1:39!5; LUK 1:5!3; LUK 1:6!11; LUK 1:7!15; LUK 1:75!8; LUK 1:80!11; LUK 20:46!14; LUK 20:46!19; LUK 21:14!4; LUK 21:21!19; LUK 21:23!11; LUK 21:23!2; LUK 21:23!7; LUK 23:7!20; LUK 24:18!21; LUK 24:27!14; LUK 2:1!4; LUK 2:47!11; LUK 3:15!9; LUK 4:15!5; LUK 4:2!12; LUK 4:25!10; LUK 4:43!8; LUK 5:16!6; LUK 5:22!15; LUK 5:35!15; LUK 6:1!19; LUK 6:12!4; LUK 7:38!17; LUK 7:44!33; LUK 9:36!18
ταῦτα	92.29	44	LUK 10:1!3; LUK 10:21!23; LUK 11:27!7; LUK 11:42!25; LUK 11:45!9; LUK 12:30!1; LUK 12:31!7; LUK 12:4!16; LUK 13:17!2; LUK 13:2!17; LUK 14:15!6; LUK 14:21!9; LUK 14:6!6; LUK 15:26!10; LUK 16:14!3; LUK 17:8!18; LUK 18:11!6; LUK 18:23!4; LUK 18:4!7; LUK 19:11!4; LUK 19:28!3; LUK 1:19!23; LUK 1:20!13; LUK 1:65!20; LUK 20:2!11; LUK 20:8!13; LUK 21:31!6; LUK 21:36!10; LUK 21:7!16; LUK 21:7!8; LUK 21:9!11; LUK 23:31!7; LUK 23:49!17; LUK 24:10!21; LUK 24:11!9; LUK 24:21!24; LUK 24:26!2; LUK 24:9!7; LUK 2:19!8; LUK 4:28!9; LUK 5:27!3; LUK 7:9!3; LUK 8:8!14; LUK 9:34!1
τε	89.102	6	LUK 12:45!25; LUK 15:2!4; LUK 21:11!12; LUK 22:66!11; LUK 23:12!5; LUK 2:16!7
τε	89.95	3	LUK 14:26!28; LUK 21:11!2; LUK 24:20!2
τεθεραπευμέναι	23.139	1	LUK 8:2!6
τεθνηκὼς	23.99	1	LUK 7:12!11
τεθραμμένος	35.51	1	LUK 4:16!7
τεθραυσμένους	22.22	1	LUK 4:18!20
τεκεῖν	23.52	2	LUK 1:57!8; LUK 2:6!12
τελείωσις	13.126	1	LUK 1:45!7
τελειοῦμαι	68.31	1	LUK 13:32!21
τελειωσάντων	68.22	1	LUK 2:43!2
τελεσθήσεται	13.126	1	LUK 18:31!13
τελεσθῆναι	13.126	1	LUK 22:37!9
τελεσθῇ	13.126	1	LUK 12:50!10
τελεσφοροῦσιν	23.203	1	LUK 8:14!24
τελευτᾶν	23.102	1	LUK 7:2!8
τελωνῶν	57.184	3	LUK 5:29!15; LUK 5:30!18; LUK 7:34!17
τελώνην	57.184	1	LUK 5:27!7
τελώνης	57.184	3	LUK 18:10!14; LUK 18:11!28; LUK 18:13!3
τελώνιον	57.183	1	LUK 5:27!13
τελῶναι	57.184	3	LUK 15:1!7; LUK 3:12!4; LUK 7:29!8
τεσσάρων	60.13	1	LUK 2:37!7
τεσσεράκοντα	67.93	1	LUK 4:2!2
τεταραγμένοι	25.244	1	LUK 24:38!5
τετραάρχης	37.78	2	LUK 3:19!5; LUK 9:7!5
τετρααρχοῦντος	37.79	3	LUK 3:1!15; LUK 3:1!24; LUK 3:1!34
τετραπλοῦν	60.76	1	LUK 19:8!24
τι	92.12	6	LUK 10:35!17; LUK 11:36!11; LUK 11:54!4; LUK 12:4!20; LUK 19:8!21; LUK 23:8!24
τινά	92.12	1	LUK 10:38!10
τινα	92.12	5	LUK 17:12!5; LUK 21:2!3; LUK 23:26!7; LUK 8:51!9; LUK 9:49!7
τινας	92.12	1	LUK 18:9!5
τινες	92.12	9	LUK 13:1!3; LUK 13:31!6; LUK 19:39!2; LUK 20:27!3; LUK 20:39!3; LUK 24:22!4; LUK 24:24!3; LUK 8:2!3; LUK 9:27!6
τινι	92.12	2	LUK 18:2!6; LUK 7:41!5
τινος	92.12	5	LUK 14:1!9; LUK 14:8!4; LUK 20:28!7; LUK 22:35!14; LUK 7:2!3
τινων	92.12	3	LUK 21:5!2; LUK 9:7!15; LUK 9:8!2
τινός	92.12	1	LUK 19:8!20
τινὰ	92.12	1	LUK 23:19!5
τινὰς	92.12	1	LUK 7:18!13
τινὲς	92.12	1	LUK 11:15!1
τινὶ	92.12	2	LUK 11:1!9; LUK 12:15!16
τινὸς	92.12	1	LUK 12:16!8
τις	92.12	38	LUK 10:25!4; LUK 10:30!7; LUK 10:31!5; LUK 10:33!3; LUK 10:38!13; LUK 11:1!14; LUK 11:27!9; LUK 11:45!3; LUK 12:13!3; LUK 13:23!3; LUK 13:6!8; LUK 14:15!3; LUK 14:16!6; LUK 14:2!4; LUK 14:26!2; LUK 15:11!4; LUK 16:1!8; LUK 16:19!3; LUK 16:20!3; LUK 16:30!9; LUK 16:31!13; LUK 18:18!3; LUK 18:2!3; LUK 18:35!10; LUK 19:12!4; LUK 19:31!3; LUK 1:5!10; LUK 22:50!4; LUK 22:56!5; LUK 22:59!7; LUK 7:36!3; LUK 8:27!9; LUK 8:46!7; LUK 8:49!5; LUK 9:19!15; LUK 9:23!6; LUK 9:57!8; LUK 9:8!11
τοιαῦτα	92.31	1	LUK 9:9!15
τοιούτων	92.31	1	LUK 18:16!19
τοσαύτην	59.18	1	LUK 7:9!21
τοσαῦτα	59.6	1	LUK 15:29!9
τούτοις	92.29	2	LUK 16:26!4; LUK 24:21!17
