Greek_Word	Ln_Domain	SemDom	SemDom_Name	Total_Unique_References	Refs
καταβάσει	15K	7.2.2.5	Move down	1	LUK 19:37!7
καταβάτω	15K	7.2.2.5	Move down	1	LUK 17:31!18
καταβαίνοντες	15K	7.2.2.5	Move down	1	LUK 22:44!15
καταβιβασθήσῃ	15K	7.2.2.5	Move down	1	LUK 10:15!11
καταβολῆς	42C	9.1.2.3;9.1.2.5	Create;Make	1	LUK 11:50!11
καταβὰς	15K	7.2.2.5	Move down	1	LUK 6:17!2
καταβῆναι	15K	7.2.2.5	Move down	2	LUK 3:22!2; LUK 9:54!13
καταγαγόντες	54	7.2.4.2	Travel by water	1	LUK 5:11!2
καταδικάζετε	56E	4.7.6	Judge, render a verdict	1	LUK 6:37!10
καταδικασθῆτε	56E	4.7.6	Judge, render a verdict	1	LUK 6:37!14
κατακαύσει	14H	5.5.4	Burn	1	LUK 3:17!23
κατακείμενοι	23A	5.2.2	Eat	1	LUK 5:29!22
κατακλιθῆναι	17F	7.1.3	Lie down	1	LUK 24:30!5
κατακλιθῇς	17F	7.1.3	Lie down	1	LUK 14:8!8
κατακλυσμὸς	14E	1.3.2	Movement of water	1	LUK 17:27!16
κατακολουθήσασαι	15Q	7.2.5.2	Follow	1	LUK 23:55!1
κατακρημνίσαι	15Z	7.3.1.1	Throw	1	LUK 4:29!22
κατακρινεῖ	56E	4.7.6	Judge, render a verdict	1	LUK 11:31!14
κατακρινοῦσιν	56E	4.7.6	Judge, render a verdict	1	LUK 11:32!12
καταλείπει	15D	7.2.3.3;7.3.3.3	Leave;Send	1	LUK 15:4!14
καταλιθάσει	20D	2.6.6.1	Kill	1	LUK 20:6!9
καταλιπὼν	85D	7.4.5;7.4.5.1	Keep something;Leave something	1	LUK 5:28!2
καταλυθήσεται	20C	7.9.3	Destroy	1	LUK 21:6!15
καταλύματι	7B	6.5.1	Building	1	LUK 2:7!23
καταλύσωσιν	34H	4.2.1.4.2	Show hospitality	1	LUK 9:12!23
καταλῦσαι	34H	4.2.1.4.2	Show hospitality	1	LUK 19:7!11
κατανοήσας	32B	3.2.4	Understand	1	LUK 20:23!1
κατανοήσατε	30A	3.2;3.2.1;3.2.1.1	Mind;Think;Think about	2	LUK 12:24!1; LUK 12:27!1
κατανοεῖς	30B	3.2.1;3.2.1.1	Mind;Think about	1	LUK 6:41!22
καταξιωθέντες	65B	8.3.7.9	Value	1	LUK 20:35!3
καταπέτασμα	6Q	5.3	Clothing	1	LUK 23:45!7
καταπατεῖν	19E	7.7.4	Press	1	LUK 12:1!9
καταργεῖ	76	6.1.2.3.4	Power, force	1	LUK 13:7!27
καταρωμένους	"33C"""	4.9.4.3;4.9.4.4	Bless;Curse	1	LUK 6:28!3
κατασκευάσει	77	6.1.2.6	Prepare	1	LUK 7:27!15
κατασκηνώσεις	6P	6.7.7	Container	1	LUK 9:58!15
καταστήσει	37E	4.5.3.4	Appoint, delegate	2	LUK 12:42!14; LUK 12:44!10
κατασφάξατε	20D	2.6.6.1	Kill	1	LUK 19:27!16
κατασύρῃ	15W	7.3.3	Take somewhere	1	LUK 12:58!19
καταφαγών	57K	6.8.4.7	Spend	1	LUK 15:30!8
καταφιλοῦσά	34I	3.5.1.4.3;4.1.8	Greet;Show affection	1	LUK 7:45!12
καταφρονήσει	88Y	4.3.2;4.3.2.1	Admire someone;Despise someone	1	LUK 16:13!22
καταψύξῃ	79N	8.3.4;8.3.4.1	Cold;Hot	1	LUK 16:24!21
κατεγέλων	33R'	3.5.1.8.2	Insult	1	LUK 8:53!2
κατεκλίθη	17F	7.1.3	Lie down	1	LUK 7:36!18
κατελθόντων	15K	7.2.2.5	Move down	1	LUK 9:37!6
κατεπατήθη	19E	7.7.4	Press	1	LUK 8:5!21
κατεσθίουσιν	88S	6.8.9.2	Cheat	1	LUK 20:47!2
κατεσκήνωσεν	6P	6.7.7	Container	1	LUK 13:19!23
κατεσκευασμένον	77	6.1.2.6	Prepare	1	LUK 1:17!24
κατευθῦναι	41A	4.3	Behavior	1	LUK 1:79!10
κατεφίλει	34I	3.5.1.4.3;4.1.8	Greet;Show affection	1	LUK 7:38!24
κατεφίλησεν	34I	3.5.1.4.3;4.1.8	Greet;Show affection	1	LUK 15:20!28
κατεῖχον	37A	7.2.6.2	Prevent from moving	1	LUK 4:42!19
κατηγορεῖν	33V'	4.7.5.3	Accuse, confront	2	LUK 23:2!3; LUK 6:7!15
κατηγορεῖτε	33V'	4.7.5.3	Accuse, confront	1	LUK 23:14!27
κατηγοροῦντες	33V'	4.7.5.3	Accuse, confront	1	LUK 23:10!9
κατηρτισμένος	75	6.1.2.3	Work well	1	LUK 6:40!7
κατηχήθης	33O;33Q	3.5.2;3.5.2.1;3.5.3.2;3.6	Information;Make speech;Report;Teach	1	LUK 1:4!5
κατισχύσητε	74;79M	9.4.2.1;2.4;2.4.1;2.4.2;8.3.6.1	Can;Body condition;Strong;Strong, brittle;Weak	1	LUK 21:36!8
κατοικεῖ	85E	5.9	Live, stay	1	LUK 11:26!12
κατοικοῦντας	85E	5.9	Live, stay	1	LUK 13:4!26
κατὰ	58G	8.3.5.3.3	Unique	1	LUK 9:18!8
κατὰ	83C;84C	8.5.1.2.2;8.5.1.4;7.3.4.7	Between;Inside;Extend	1	LUK 9:6!4
κατὰ	83F	8.5.1.1	In front of	1	LUK 2:31!3
κατὰ	84B	7.3.4.7	Extend	2	LUK 10:32!5; LUK 8:33!16
κατὰ	84C	7.3.4.7	Extend	1	LUK 10:4!10
κατὰ	89E	9.6.2.3	Relations involving correspondences	13	LUK 10:31!1; LUK 1:38!10; LUK 1:9!1; LUK 22:22!7; LUK 22:39!4; LUK 23:56!12; LUK 2:22!9; LUK 2:24!5; LUK 2:27!21; LUK 2:29!7; LUK 2:39!6; LUK 2:42!8; LUK 4:16!10
κατὰ	89P	9.6.1.7	Distribution	5	LUK 13:22!3; LUK 15:14!8; LUK 21:11!5; LUK 8:1!9; LUK 8:4!7
κατῃσχύνοντο	25R	3.4.2.2.1	Ashamed	1	LUK 13:17!5
κατῆλθεν	15K	7.2.2.5	Move down	1	LUK 4:31!2
καὶ	89O	8.4.5.2.1	After	493	LUK 10:1!11; LUK 10:21!10; LUK 10:30!13; LUK 10:31!11; LUK 10:32!9; LUK 10:33!8; LUK 10:34!1; LUK 10:34!22; LUK 10:35!1; LUK 10:35!11; LUK 10:37!16; LUK 10:6!1; LUK 10:8!7; LUK 11:14!14; LUK 11:22!15; LUK 11:25!1; LUK 11:26!10; LUK 11:28!12; LUK 11:31!13; LUK 11:32!11; LUK 11:44!10; LUK 11:49!15; LUK 11:5!10; LUK 11:5!15; LUK 11:53!12; LUK 12:18!1; LUK 12:18!12; LUK 12:18!9; LUK 12:19!1; LUK 12:28!9; LUK 12:33!5; LUK 12:36!16; LUK 12:37!16; LUK 12:37!19; LUK 12:38!11; LUK 12:42!1; LUK 12:45!16; LUK 12:46!18; LUK 12:58!24; LUK 12:58!31; LUK 13:11!1; LUK 13:12!7; LUK 13:13!1; LUK 13:13!9; LUK 13:15!24; LUK 13:19!12; LUK 13:19!14; LUK 13:19!18; LUK 13:2!1; LUK 13:25!11; LUK 13:25!15; LUK 13:25!7; LUK 13:29!12; LUK 13:32!16; LUK 13:32!18; LUK 13:33!5; LUK 13:33!7; LUK 13:6!14; LUK 13:8!18; LUK 14:12!33; LUK 14:17!1; LUK 14:2!1; LUK 14:21!1; LUK 14:21!27; LUK 14:22!1; LUK 14:23!1; LUK 14:23!14; LUK 14:25!6; LUK 14:27!7; LUK 14:3!1; LUK 14:4!4; LUK 14:4!8; LUK 14:5!1; LUK 14:5!13; LUK 14:6!1; LUK 14:9!1; LUK 14:9!13; LUK 14:9!5; LUK 15:12!1; LUK 15:13!1; LUK 15:13!15; LUK 15:14!12; LUK 15:15!1; LUK 15:15!10; LUK 15:18!7; LUK 15:2!1; LUK 15:20!1; LUK 15:20!18; LUK 15:20!20; LUK 15:20!27; LUK 15:22!14; LUK 15:23!8; LUK 15:24!14; LUK 15:25!10; LUK 15:26!1; LUK 15:27!10; LUK 15:4!21; LUK 15:4!8; LUK 15:5!1; LUK 15:6!1; LUK 15:8!14; LUK 15:9!1; LUK 16:15!1; LUK 16:18!7; LUK 16:22!21; LUK 16:22!6; LUK 16:23!1; LUK 16:24!1; LUK 16:24!20; LUK 16:24!9; LUK 16:6!15; LUK 16:7!20; LUK 17:12!1; LUK 17:13!1; LUK 17:14!1; LUK 17:14!10; LUK 17:16!1; LUK 17:19!1; LUK 17:2!11; LUK 17:23!1; LUK 17:27!13; LUK 17:27!17; LUK 17:29!14; LUK 17:3!10; LUK 17:37!1; LUK 17:4!9; LUK 17:6!17; LUK 17:6!22; LUK 17:8!16; LUK 17:8!8; LUK 18:22!15; LUK 18:22!23; LUK 18:3!8; LUK 18:30!10; LUK 18:31!12; LUK 18:32!5; LUK 18:33!1; LUK 18:33!5; LUK 18:38!1; LUK 18:42!1; LUK 18:43!10; LUK 18:43!4; LUK 19:12!13; LUK 19:13!10; LUK 19:15!1; LUK 19:15!10; LUK 19:17!1; LUK 19:18!1; LUK 19:2!1; LUK 19:20!1; LUK 19:24!1; LUK 19:24!10; LUK 19:25!1; LUK 19:27!15; LUK 19:30!19; LUK 19:31!1; LUK 19:35!1; LUK 19:35!7; LUK 19:4!1; LUK 19:40!1; LUK 19:44!1; LUK 19:5!1; LUK 19:6!1; LUK 19:6!4; LUK 19:7!1; LUK 1:12!1; LUK 1:13!23; LUK 1:18!1; LUK 1:19!1; LUK 1:22!7; LUK 1:23!1; LUK 1:24!11; LUK 1:28!1; LUK 1:30!1; LUK 1:31!6; LUK 1:31!9; LUK 1:35!1; LUK 1:38!14; LUK 1:40!1; LUK 1:40!7; LUK 1:41!1; LUK 1:42!1; LUK 1:56!9; LUK 1:57!10; LUK 1:58!1; LUK 1:58!17; LUK 1:60!1; LUK 1:61!1; LUK 1:63!1; LUK 1:63!10; LUK 1:64!11; LUK 1:65!1; LUK 1:66!1; LUK 1:67!9; LUK 20:10!1; LUK 20:11!1; LUK 20:12!1; LUK 20:15!1; LUK 20:16!2; LUK 20:16!7; LUK 20:19!1; LUK 20:2!1; LUK 20:21!1; LUK 20:26!1; LUK 20:26!10; LUK 20:28!23; LUK 20:29!5; LUK 20:3!10; LUK 20:30!1; LUK 20:31!1; LUK 20:31!14; LUK 20:7!1; LUK 20:8!1; LUK 20:9!13; LUK 20:9!17; LUK 21:27!1; LUK 21:3!1; LUK 21:36!15; LUK 21:38!1; LUK 21:7!10; LUK 22:11!1; LUK 22:13!7; LUK 22:15!1; LUK 22:17!1; LUK 22:19!1; LUK 22:19!6; LUK 22:23!1; LUK 22:32!12; LUK 22:36!21; LUK 22:41!1; LUK 22:41!9; LUK 22:44!1; LUK 22:45!1; LUK 22:46!1; LUK 22:47!15; LUK 22:5!3; LUK 22:50!1; LUK 22:51!9; LUK 22:54!5; LUK 22:55!8; LUK 22:56!10; LUK 22:58!1; LUK 22:59!1; LUK 22:6!1; LUK 22:6!3; LUK 22:60!10; LUK 22:61!1; LUK 22:61!8; LUK 22:62!1; LUK 22:64!1; LUK 22:66!14; LUK 23:42!1; LUK 23:43!1; LUK 23:46!1; LUK 23:48!1; LUK 23:53!1; LUK 23:53!6; LUK 23:7!1; LUK 24:12!15; LUK 24:12!9; LUK 24:15!1; LUK 24:19!1; LUK 24:20!14; LUK 24:24!1; LUK 24:24!10; LUK 24:25!1; LUK 24:26!7; LUK 24:27!1; LUK 24:28!8; LUK 24:29!17; LUK 24:30!13; LUK 24:31!9; LUK 24:32!1; LUK 24:33!1; LUK 24:33!9; LUK 24:34!7; LUK 24:35!1; LUK 24:35!8; LUK 24:38!1; LUK 24:4!1; LUK 24:40!1; LUK 24:43!1; LUK 24:46!10; LUK 24:47!1; LUK 24:5!5; LUK 24:50!7; LUK 24:52!1; LUK 24:53!1; LUK 24:7!13; LUK 24:7!15; LUK 24:8!1; LUK 24:9!1; LUK 2:10!1; LUK 2:13!1; LUK 2:15!21; LUK 2:16!1; LUK 2:16!4; LUK 2:18!1; LUK 2:20!1; LUK 2:27!1; LUK 2:27!9; LUK 2:28!1; LUK 2:28!8; LUK 2:3!1; LUK 2:33!1; LUK 2:34!1; LUK 2:34!17; LUK 2:34!5; LUK 2:42!1; LUK 2:43!1; LUK 2:44!11; LUK 2:45!1; LUK 2:46!1; LUK 2:48!1; LUK 2:48!5; LUK 2:49!1; LUK 2:51!1; LUK 2:51!5; LUK 2:7!1; LUK 2:7!11; LUK 2:7!8; LUK 2:9!1; LUK 2:9!11; LUK 3:12!6; LUK 3:14!11; LUK 3:17!12; LUK 3:21!9; LUK 3:22!1; LUK 3:22!13; LUK 3:3!1; LUK 3:9!20; LUK 4:1!10; LUK 4:12!1; LUK 4:13!1; LUK 4:14!13; LUK 4:15!1; LUK 4:16!22; LUK 4:16!8; LUK 4:17!1; LUK 4:17!8; LUK 4:2!15; LUK 4:20!1; LUK 4:20!9; LUK 4:22!1; LUK 4:22!18; LUK 4:23!1; LUK 4:28!1; LUK 4:29!1; LUK 4:29!8; LUK 4:32!1; LUK 4:35!1; LUK 4:35!12; LUK 4:36!1; LUK 4:36!24; LUK 4:36!6; LUK 4:38!19; LUK 4:39!1; LUK 4:39!8; LUK 4:4!1; LUK 4:42!14; LUK 4:42!18; LUK 4:42!9; LUK 4:44!1; LUK 4:6!1; LUK 4:6!19; LUK 4:8!1; LUK 4:9!13; LUK 4:9!6; LUK 5:10!14; LUK 5:11!1; LUK 5:13!1; LUK 5:13!10; LUK 5:14!1; LUK 5:14!13; LUK 5:15!8; LUK 5:18!1; LUK 5:19!1; LUK 5:20!1; LUK 5:21!1; LUK 5:23!13; LUK 5:24!22; LUK 5:25!1; LUK 5:26!1; LUK 5:27!14; LUK 5:27!5; LUK 5:28!1; LUK 5:30!1; LUK 5:31!1; LUK 5:35!4; LUK 5:37!19; LUK 5:4!13; LUK 5:5!1; LUK 5:6!1; LUK 5:7!1; LUK 5:7!13; LUK 5:7!15; LUK 6:1!9; LUK 6:10!1; LUK 6:10!14; LUK 6:11!5; LUK 6:13!1; LUK 6:13!9; LUK 6:3!1; LUK 6:4!8; LUK 6:47!11; LUK 6:47!6; LUK 6:48!10; LUK 6:49!21; LUK 6:6!11; LUK 6:8!17; LUK 6:8!22; LUK 7:10!1; LUK 7:13!1; LUK 7:13!9; LUK 7:14!1; LUK 7:14!10; LUK 7:15!1; LUK 7:15!5; LUK 7:15!8; LUK 7:18!10; LUK 7:22!1; LUK 7:36!11; LUK 7:37!1; LUK 7:38!16; LUK 7:38!28; LUK 7:40!1; LUK 7:44!1; LUK 7:44!32; LUK 7:49!1; LUK 7:9!8; LUK 8:12!13; LUK 8:13!23; LUK 8:15!19; LUK 8:22!16; LUK 8:22!26; LUK 8:28!8; LUK 8:29!22; LUK 8:31!1; LUK 8:32!20; LUK 8:33!12; LUK 8:33!22; LUK 8:34!8; LUK 8:35!11; LUK 8:35!29; LUK 8:35!6; LUK 8:37!1; LUK 8:39!13; LUK 8:39!6; LUK 8:41!14; LUK 8:43!1; LUK 8:44!9; LUK 8:45!1; LUK 8:47!10; LUK 8:5!20; LUK 8:5!9; LUK 8:53!1; LUK 8:55!1; LUK 8:55!6; LUK 8:55!9; LUK 8:56!1; LUK 8:6!7; LUK 8:7!8; LUK 8:8!9; LUK 9:10!9; LUK 9:11!7; LUK 9:15!1; LUK 9:16!16; LUK 9:16!18; LUK 9:17!1; LUK 9:17!6; LUK 9:2!1; LUK 9:22!19; LUK 9:22!21; LUK 9:23!13; LUK 9:23!20; LUK 9:29!1; LUK 9:3!1; LUK 9:30!1; LUK 9:33!1; LUK 9:34!7; LUK 9:35!1; LUK 9:36!1; LUK 9:36!10; LUK 9:39!6; LUK 9:4!9; LUK 9:42!23; LUK 9:48!1; LUK 9:49!14; LUK 9:52!1; LUK 9:52!7; LUK 9:56!1; LUK 9:7!9; LUK 9:9!16
