Greek_Word	Meaning	Is_Key_Term	Ln_Domain	SemDom	SemDom_Name	Total_Unique_References	Refs
πολλά	unknown	no	59A	8.1.3;8.1.3.1	Many, much;Plural	2	LUK 10:41!13; LUK 12:19!13
πολλάς	unknown	no	59A	8.1.3;8.1.3.1	Many, much;Plural	1	LUK 12:47!22
πολλαί	unknown	no	59A	8.1.3;8.1.3.1	Many, much;Plural	2	LUK 7:47!10; LUK 8:3!11
πολλαπλασίονα	unknown	no	59B	8.1.3;8.1.3.1;8.1.3.2	Few, little;Many, much;Plural	1	LUK 18:30!5
πολλαὶ	unknown	no	59A	8.1.3;8.1.3.1	Many, much;Plural	1	LUK 4:25!6
πολλαῖς	unknown	no	59A	8.1.3;8.1.3.1	Many, much;Plural	1	LUK 2:36!14
πολλοί	unknown	no	59A	8.1.3;8.1.3.1	Many, much;Plural	1	LUK 13:24!8
πολλοί	unknown	no	78A	9.3.1.1;9.3.1.2	To a large degree;To a small degree	1	LUK 14:25!5
πολλούς	unknown	no	59A	8.1.3;8.1.3.1	Many, much;Plural	1	LUK 14:16!12
πολλοὶ	unknown	no	59A	8.1.3;8.1.3.1	Many, much;Plural	5	LUK 10:24!5; LUK 1:1!2; LUK 1:14!8; LUK 21:8!7; LUK 4:27!2
πολλοὶ	unknown	no	78A	9.3.1.1;9.3.1.2	To a large degree;To a small degree	1	LUK 5:15!11
πολλοὺς	unknown	no	59A	8.1.3;8.1.3.1	Many, much;Plural	2	LUK 1:16!2; LUK 7:21!6
πολλοῖς	unknown	no	59A	8.1.3;8.1.3.1	Many, much;Plural	1	LUK 7:21!16
πολλοῖς	unknown	no	78A	9.3.1.1;9.3.1.2	To a large degree;To a small degree	1	LUK 8:29!11
πολλοῦ	unknown	no	59B	8.1.3;8.1.3.1;8.1.3.2	Few, little;Many, much;Plural	1	LUK 8:4!4
πολλὰ	unknown	no	59A	8.1.3;8.1.3.1	Many, much;Plural	4	LUK 17:25!5; LUK 22:65!3; LUK 8:30!17; LUK 9:22!8
πολλὰ	unknown	no	59B	8.1.3;8.1.3.1;8.1.3.2	Few, little;Many, much;Plural	1	LUK 12:19!8
πολλὰς	unknown	no	59A	8.1.3;8.1.3.1	Many, much;Plural	1	LUK 15:13!4
πολλὴν	unknown	no	78A	9.3.1.1;9.3.1.2	To a large degree;To a small degree	1	LUK 10:40!6
πολλῆς	unknown	no	78A	9.3.1.1;9.3.1.2	To a large degree;To a small degree	1	LUK 21:27!15
πολλῶν	unknown	no	59A	8.1.3;8.1.3.1	Many, much;Plural	4	LUK 12:7!12; LUK 2:34!19; LUK 2:35!13; LUK 4:41!6
πολλῷ	unknown	no	59B	8.1.3;8.1.3.1;8.1.3.2	Few, little;Many, much;Plural	3	LUK 16:10!17; LUK 16:10!7; LUK 18:39!10
πολύ	unknown	no	59B	8.1.3;8.1.3.1;8.1.3.2	Few, little;Many, much;Plural	3	LUK 12:48!15; LUK 12:48!23; LUK 5:6!7
πολύ	unknown	no	78A	9.3.1.1;9.3.1.2	To a large degree;To a small degree	1	LUK 7:47!13
πολύς	unknown	no	59B	8.1.3;8.1.3.1;8.1.3.2	Few, little;Many, much;Plural	2	LUK 10:2!8; LUK 6:35!17
πολύς	unknown	no	78A	9.3.1.1;9.3.1.2	To a large degree;To a small degree	2	LUK 7:11!19; LUK 9:37!14
πολὺ	unknown	no	59B	8.1.3;8.1.3.1;8.1.3.2	Few, little;Many, much;Plural	3	LUK 12:48!16; LUK 23:27!4; LUK 6:17!16
πολὺς	unknown	no	59B	8.1.3;8.1.3.1;8.1.3.2	Few, little;Many, much;Plural	2	LUK 6:17!11; LUK 6:23!13
πολὺς	unknown	no	78A	9.3.1.1;9.3.1.2	To a large degree;To a small degree	1	LUK 5:29!14
πολῖται	unknown	no	11C	4.6.6.5	Politics	1	LUK 19:14!3
πονηρά	unknown	no	88O	8.3.7.1	Bad	1	LUK 11:29!11
πονηρίας	unknown	no	88O	8.3.7.1	Bad	1	LUK 11:39!26
πονηρούς	unknown	no	88O	8.3.7.1	Bad	1	LUK 6:35!30
πονηροὶ	unknown	no	88O	8.3.7.1	Bad	1	LUK 11:13!4
πονηροῦ	unknown	no	88O	8.3.7.1	Bad	1	LUK 6:45!19
πονηρόν	unknown	no	88O	8.3.7.1	Bad	1	LUK 6:45!22
πονηρότερα	unknown	no	88O	8.3.7.1	Bad	1	LUK 11:26!7
πονηρὲ	unknown	no	88O	8.3.7.1	Bad	1	LUK 19:22!9
πονηρὸν	unknown	no	88O	8.3.7.1	Bad	1	LUK 6:22!20
πονηρὸς	unknown	no	23I;57H;88O	2.5.1;2.5.2;6.8.3;6.8.3.1;7.4;7.4.1;8.3.7.1	Disease;Sick;Give, donate;Give, hand to;Have, be with;Share wealth;Bad	1	LUK 11:34!24
πονηρὸς	unknown	no	88O	8.3.7.1	Bad	1	LUK 6:45!16
πονηρῶν	unknown	no	88O	8.3.7.1	Bad	3	LUK 3:19!21; LUK 7:21!13; LUK 8:2!9
πορείαν	unknown	no	15B	7.2.4	Travel	1	LUK 13:22!9
πορευθέντες	unknown	no	15A	7.2	Move	1	LUK 9:12!16
πορευθέντες	unknown	no	15D	7.2.3.3;7.3.3.3	Leave;Send	2	LUK 9:13!24; LUK 9:52!8
πορευθεὶς	unknown	no	15A	7.2	Move	2	LUK 14:10!4; LUK 15:15!2
πορευθῆτε	unknown	no	15A	7.2	Move	1	LUK 21:8!22
πορευθῇ	unknown	no	15A	7.2	Move	1	LUK 16:30!12
πορευομένου	unknown	no	15A	7.2	Move	1	LUK 19:36!1
πορευομένων	unknown	no	15A	7.2	Move	1	LUK 9:57!2
πορευόμενοι	unknown	no	15A	7.2	Move	1	LUK 8:14!20
πορευόμενοι	unknown	no	15B	7.2.4	Travel	1	LUK 24:13!11
πορευόμενοι	unknown	no	41A	4.3	Behavior	1	LUK 1:6!8
πορευόμενον	unknown	no	15B	7.2.4	Travel	1	LUK 9:53!10
πορευόμενος	unknown	no	15D	7.2.3.3;7.3.3.3	Leave;Send	1	LUK 14:31!4
πορεύεσθαι	unknown	no	15A	7.2	Move	2	LUK 13:33!10; LUK 22:33!16
πορεύεσθαι	unknown	no	15B	7.2.4	Travel	3	LUK 10:38!4; LUK 17:11!5; LUK 9:51!17
πορεύεσθαι	unknown	no	15D	7.2.3.3;7.3.3.3	Leave;Send	2	LUK 24:28!12; LUK 4:42!23
πορεύεται	unknown	no	15D	7.2.3.3;7.3.3.3	Leave;Send	3	LUK 11:26!2; LUK 15:4!22; LUK 7:8!18
πορεύεται	unknown	no	23G	2.6;2.6.6	Die;Life	1	LUK 22:22!10
πορεύομαι	unknown	no	15D	7.2.3.3;7.3.3.3	Leave;Send	1	LUK 14:19!9
πορεύου	unknown	no	15A	7.2	Move	1	LUK 5:24!27
πορεύου	unknown	no	15D	7.2.3.3;7.3.3.3	Leave;Send	4	LUK 13:31!12; LUK 17:19!5; LUK 7:50!11; LUK 8:48!11
πορεύσεται	unknown	no	15A	7.2	Move	1	LUK 11:5!11
πορεύσομαι	unknown	no	15A	7.2	Move	1	LUK 15:18!2
πορνῶν	unknown	no	88J'	2.6.2.3	Sexual immorality	1	LUK 15:30!13
πορρώτερον	unknown	no	83E	8.2.6;8.2.6.1;8.2.6.2;8.5.1.5;8.5.1.5.1	Distance;Far;Near;Next to;Touching, contact	1	LUK 24:28!11
πορφύραν	unknown	no	6Q	5.3	Clothing	1	LUK 16:19!8
ποσάκις	unknown	no	67A	8.4.3	Indefinite time	1	LUK 13:34!13
ποτήριον	unknown	no	6P	6.7.7	Container	3	LUK 22:17!3; LUK 22:20!11; LUK 22:20!3
ποτήριον	unknown	no	90N	9.5	Case	1	LUK 22:42!8
ποτίζει	unknown	no	23A	5.2.2	Eat	1	LUK 13:15!26
ποταμός	unknown	no	1J	1.3.1	Bodies of water	1	LUK 6:49!20
ποταμὸς	unknown	no	1J	1.3.1	Bodies of water	1	LUK 6:48!21
ποταπὴ	unknown	no	58D	8.3.5	Type, kind	1	LUK 7:39!20
ποταπὸς	unknown	no	58D	8.3.5	Type, kind	1	LUK 1:29!9
ποτε	unknown	no	67B	8.4.5	Relative time	1	LUK 22:32!14
ποτηρίου	unknown	no	6P	6.7.7	Container	1	LUK 11:39!14
ποῦ	unknown	no	83B	8.5	Location	3	LUK 12:17!11; LUK 17:17!13; LUK 9:58!23
πράκτορι	unknown	no	37D	4.6;4.6.4	Government;Rule	1	LUK 12:58!30
πράκτωρ	unknown	no	37D	4.6;4.6.4	Government;Rule	1	LUK 12:58!33
πράξει	unknown	no	42B	9.1.2	Do	1	LUK 23:51!9
πράσσειν	unknown	no	42B	9.1.2	Do	1	LUK 22:23!16
πράσσετε	unknown	no	57G	6.8.2	Accumulate wealth	1	LUK 3:13!12
πραγμάτων	unknown	no	13D	9.1.2.1	Happen	1	LUK 1:1!11
πρεσβείαν	unknown	no	37D	4.6;4.6.4	Government;Rule	2	LUK 14:32!8; LUK 19:14!9
πρεσβυτέριον	council of elders	yes	11C	4.6.6.5	Politics	1	LUK 22:66!7
πρεσβυτέροις	unknown	no	53I	4.9.7.1	Religious person	1	LUK 20:1!24
πρεσβυτέρους	unknown	no	53I	4.9.7.1	Religious person	2	LUK 22:52!15; LUK 7:3!9
πρεσβυτέρων	unknown	no	53I	4.9.7.1	Religious person	1	LUK 9:22!14
πρεσβύτερος	elder	yes	67E	8.4.2	Take time	1	LUK 15:25!7
πρεσβύτης	unknown	no	9B	1.6.7;2.6.5.1	Male and female animals;Man	1	LUK 1:18!14
προάγοντες	unknown	no	15P	7.2.5.1	Go first	1	LUK 18:39!3
προέκοπτεν	unknown	no	59G	8.1.4;8.1.4.2;8.1.4.3	Decrease;Increase;More	1	LUK 2:52!3
προήρχετο	unknown	no	15W	7.3.3	Take somewhere	1	LUK 22:47!13
προβάλωσιν	unknown	no	23K	1.5.6;2.6.4.6;8.2.2.2	Grow, get bigger;Growth of plants;Tall	1	LUK 21:30!2
προβεβηκυῖα	unknown	no	67E	8.4.2	Take time	2	LUK 1:18!19; LUK 2:36!11
προβεβηκότες	unknown	no	67E	8.4.2	Take time	1	LUK 1:7!13
προδραμὼν	unknown	no	15D'	7.2.1.1.1	Run	1	LUK 19:4!2
προδότης	unknown	no	37G	4.8.2.7	Betray	1	LUK 6:16!9
προελεύσεται	unknown	no	15O	7.2.5.1;8.4.5.2	Before;Go first	1	LUK 1:17!3
προθέσεως	unknown	no	53B	4.9.5.5	Offering, sacrifice	1	LUK 6:4!12
προμελετᾶν	unknown	no	30D	3.3.1.4	Intend	1	LUK 21:14!8
προπορεύσῃ	unknown	no	15P	7.2.5.1	Go first	1	LUK 1:76!8
προσάγαγε	unknown	no	15W	7.3.3	Take somewhere	1	LUK 9:41!19
προσέθετο	unknown	no	59H	8.1.2;8.1.2.2	Add numbers;Count	2	LUK 20:11!2; LUK 20:12!2
προσέθηκεν	unknown	no	59H	8.1.2;8.1.2.2	Add numbers;Count	1	LUK 3:20!1
προσένεγκε	unknown	no	57H	6.8.3;6.8.3.1;7.4;7.4.1	Give, donate;Give, hand to;Have, be with;Share wealth	1	LUK 5:14!14
προσέπεσεν	unknown	no	17E	7.1.5	Bow	2	LUK 5:8!5; LUK 8:28!6
προσέρηξεν	unknown	no	19A	7.7.1	Hit	2	LUK 6:48!19; LUK 6:49!18
προσέταξεν	unknown	no	33F'	4.5.3.2	Command	1	LUK 5:14!20
προσέχετε	unknown	no	27F	3.1.2;3.1.2.1;3.1.2.3	Alert;Attention;Mental state	1	LUK 17:3!1
προσανάβηθι	unknown	no	15J	7.2.2;7.2.2.4	Move in a direction;Move up	1	LUK 14:10!19
προσαναλώσασα	unknown	no	57K	6.8.4.7	Spend	1	LUK 8:43!12
προσδέχεται	unknown	no	34G	4.2.1.4.1	Welcome, receive	1	LUK 15:2!13
προσδαπανήσῃς	unknown	no	57K	6.8.4.7	Spend	1	LUK 10:35!19
προσδεχομένοις	unknown	no	85C	7.2.7.2	Stay, remain	2	LUK 12:36!5; LUK 2:38!15
προσδεχόμενος	unknown	no	85C	7.2.7.2	Stay, remain	1	LUK 2:25!17
προσδοκίας	unknown	no	30C	3.2.7	Expect	1	LUK 21:26!6
προσδοκᾷ	unknown	no	30C	3.2.7	Expect	1	LUK 12:46!11
προσδοκῶμεν	unknown	no	30C	3.2.7	Expect	2	LUK 7:19!12; LUK 7:20!22
προσδοκῶν	unknown	no	25U	3.4.2.4.1	Worried	1	LUK 1:21!5
προσδοκῶντες	unknown	no	30C	3.2.7	Expect	1	LUK 8:40!14
προσεδέχετο	unknown	no	85C	7.2.7.2	Stay, remain	1	LUK 23:51!17
προσεκαλέσατο	unknown	no	33C'	3.5.1.4.1;3.5.1.4.2	Call;Contact	1	LUK 18:16!4
προσελθοῦσα	unknown	no	15E	7.2.3	Move toward something	1	LUK 8:44!1
προσελθόντες	unknown	no	15E	7.2.3	Move toward something	2	LUK 8:24!1; LUK 9:12!6
προσελθὼν	unknown	no	15E	7.2.3	Move toward something	3	LUK 10:34!2; LUK 23:52!2; LUK 7:14!2
προσεποιήσατο	unknown	no	41D	8.3.5.5	Imitate	1	LUK 24:28!10
προσερχομένου	unknown	no	15E	7.2.3	Move toward something	1	LUK 9:42!3
προσερχόμενοι	unknown	no	15E	7.2.3	Move toward something	1	LUK 23:36!7
προσευχομένου	unknown	no	33M	4.9.5.2	Pray	1	LUK 3:21!13
προσευχόμενον	unknown	no	33M	4.9.5.2	Pray	3	LUK 11:1!10; LUK 1:10!8; LUK 9:18!7
προσευχόμενος	unknown	no	33M	4.9.5.2	Pray	1	LUK 5:16!9
προσευχῆς	unknown	no	33M	4.9.5.2	Pray	2	LUK 19:46!10; LUK 22:45!5
προσευχῇ	prayer	yes	33M	4.9.5.2	Pray	1	LUK 6:12!18
προσεφώνησεν	unknown	no	33C'	3.5.1.4.1;3.5.1.4.2	Call;Contact	2	LUK 13:12!6; LUK 6:13!5
προσεφώνησεν	unknown	no	33F	3.5.1	Say	1	LUK 23:20!5
προσεύξασθαι	unknown	no	33M	4.9.5.2	Pray	3	LUK 18:10!7; LUK 6:12!12; LUK 9:28!21
προσεύχεσθαι	unknown	no	33M	4.9.5.2	Pray	3	LUK 11:1!23; LUK 18:1!9; LUK 9:29!5
προσεύχεσθε	unknown	no	33M	4.9.5.2	Pray	2	LUK 22:46!7; LUK 6:28!5
προσεύχησθε	unknown	no	33M	4.9.5.2	Pray	1	LUK 11:2!5
προσεύχονται	unknown	no	33M	4.9.5.2	Pray	1	LUK 20:47!10
προσηργάσατο	unknown	no	57P	6.8.2.7	Earn	1	LUK 19:16!11
προσηύχετο	unknown	no	33M	4.9.5.2	Pray	3	LUK 18:11!7; LUK 22:41!13; LUK 22:44!6
προσθεὶς	unknown	no	59H;68B	8.1.2;8.1.2.2;8.4.7	Add numbers;Count;Continue, persevere	1	LUK 19:11!5
προσθεῖναι	unknown	no	59H	8.1.2;8.1.2.2	Add numbers;Count	1	LUK 12:25!11
προσκαλεσάμενος	unknown	no	33C'	3.5.1.4.1;3.5.1.4.2	Call;Contact	3	LUK 15:26!2; LUK 16:5!2; LUK 7:18!11
προσκυνήσαντες	unknown	no	53G	4.9.5.3	Worship	1	LUK 24:52!3
προσκυνήσεις	unknown	no	53G	4.9.5.3	Worship	1	LUK 4:8!12
προσκυνήσῃς	unknown	no	53G	4.9.5.3	Worship	1	LUK 4:7!4
προσκόψῃς	unknown	no	19A	7.7.1	Hit	1	LUK 4:11!8
προσπεσοῦσα	unknown	no	17E	7.1.5	Bow	1	LUK 8:47!11
προστεθήσεται	unknown	no	57H	6.8.3;6.8.3.1;7.4;7.4.1	Give, donate;Give, hand to;Have, be with;Share wealth	1	LUK 12:31!8
προσφέροντες	unknown	no	15X	7.3;7.3.1	Carry;Move something	1	LUK 23:36!9
προσφωνοῦσιν	unknown	no	33F	3.5.1	Say	1	LUK 7:32!9
προσψαύετε	unknown	no	18A;24E	7.3.4.4;2.3.5;7.3.4;7.3.4.1	Hold;Handle something;Sense of touch;Touch	1	LUK 11:46!22
προσώπου	unknown	no	67B	8.4.5	Relative time	2	LUK 7:27!12; LUK 9:52!5
προσώπου	unknown	no	83F	8.5.1.1	In front of	1	LUK 10:1!18
προσώπου	unknown	no	8B	2.1	Body	1	LUK 9:29!10
προσῆλθάν	unknown	no	15E	7.2.3	Move toward something	1	LUK 13:31!5
προφάσει	unknown	no	88C'	4.3.5.6	Hypocrite	1	LUK 20:47!8
προφέρει	unknown	no	13C	9.1.1.1	Exist	2	LUK 6:45!11; LUK 6:45!20
προφήταις	unknown	no	53I	4.9.7.1	Religious person	2	LUK 24:44!28; LUK 6:23!23
προφήτας	unknown	no	53I	4.9.7.1	Religious person	4	LUK 11:49!12; LUK 13:28!20; LUK 13:34!6; LUK 16:29!8
προφήτην	unknown	no	53I	4.9.7.1	Religious person	3	LUK 13:33!14; LUK 20:6!15; LUK 7:26!5
προφήτης	prophet	yes	53I	4.9.7.1	Religious person	6	LUK 1:76!5; LUK 24:19!17; LUK 4:24!8; LUK 7:39!15; LUK 9:19!14; LUK 9:8!10
προφήτου	unknown	no	53I	4.9.7.1	Religious person	4	LUK 3:4!8; LUK 4:17!6; LUK 4:27!11; LUK 7:26!11
προφητῶν	unknown	no	53I	4.9.7.1	Religious person	6	LUK 11:47!8; LUK 11:50!7; LUK 16:31!8; LUK 18:31!19; LUK 1:70!9; LUK 24:27!9
προφῆται	unknown	no	53I	4.9.7.1	Religious person	3	LUK 10:24!6; LUK 16:16!5; LUK 24:25!19
προφῆτις	prophetess	yes	53I	4.9.7.1	Religious person	1	LUK 2:36!4
προϋπῆρχον	unknown	no	13C	9.1.1.1	Exist	1	LUK 23:12!16
πρωτοκαθεδρίαν	unknown	no	87B	4.5.5	Honor	1	LUK 11:43!8
πρωτοκαθεδρίας	unknown	no	87B	4.5.5	Honor	1	LUK 20:46!17
πρωτοκλισίαν	unknown	no	87B	4.5.5	Honor	1	LUK 14:8!11
πρωτοκλισίας	unknown	no	87B	4.5.5	Honor	2	LUK 14:7!10; LUK 20:46!22
πρωτότοκον	unknown	no	10B	4.1.9.1	Related by birth	1	LUK 2:7!7
πρόβατα	unknown	no	4A	1.6.1	Types of animals	1	LUK 15:4!7
πρόβατόν	sheep	yes	4A	1.6.1	Types of animals	1	LUK 15:6!19
πρός	unknown	no	84B	7.3.4.7	Extend	4	LUK 11:6!7; LUK 14:26!4; LUK 18:16!11; LUK 6:47!4
πρός	unknown	no	90M	9.5	Case	1	LUK 18:9!4
πρόσωπα	unknown	no	8B	2.1	Body	1	LUK 24:5!8
πρόσωπον	unknown	no	24A	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 12:56!3
πρόσωπον	unknown	no	30E	3.3.1	Decide, plan	1	LUK 9:51!14
πρόσωπον	unknown	no	79R	8.3.1	Shape	1	LUK 21:35!10
πρόσωπον	unknown	no	85A	8.5.3	Be at a place	1	LUK 2:31!4
πρόσωπον	unknown	no	88D'	4.7.9;4.7.9.4	Discriminate, be unfair;Justice	1	LUK 20:21!15
πρόσωπον	unknown	no	8B	2.1	Body	2	LUK 17:16!4; LUK 5:12!22
πρόσωπον	unknown	no	9A	2	Person	1	LUK 9:53!7
πρώτη	unknown	no	60C	8.1.1.2	Ordinal numbers	1	LUK 2:2!3
πρώτην	unknown	no	65C	8.3.7	Good	1	LUK 15:22!13
πρώτων	unknown	no	60C	8.1.1.2	Ordinal numbers	1	LUK 11:26!23
πρώτῳ	unknown	no	60C	8.1.1.2	Ordinal numbers	1	LUK 16:5!12
πρὶν	unknown	no	67B	8.4.5	Relative time	1	LUK 2:26!13
πρὸ	unknown	no	67B	8.4.5	Relative time	5	LUK 11:38!10; LUK 22:15!13; LUK 2:21!20; LUK 7:27!11; LUK 9:52!4
πρὸ	unknown	no	83F	8.5.1.1	In front of	1	LUK 10:1!17
πρὸς	unknown	no	28E;33F	3.2.3.1;3.2.3.3;3.5.1	Known, unknown;Secret;Say	1	LUK 12:3!14
πρὸς	unknown	no	67E	8.4.2	Take time	1	LUK 8:13!20
πρὸς	unknown	no	67H	8.4.1	Period of time	1	LUK 24:29!9
πρὸς	unknown	no	83C	8.5.1.2.2;8.5.1.4	Between;Inside	1	LUK 22:23!5
πρὸς	unknown	no	83E	8.2.6;8.2.6.1;8.2.6.2;8.5.1.5;8.5.1.5.1	Distance;Far;Near;Next to;Touching, contact	5	LUK 10:39!10; LUK 16:20!7; LUK 19:37!5; LUK 22:56!7; LUK 3:9!6
πρὸς	unknown	no	83E;90M	8.2.6;8.2.6.1;8.2.6.2;8.5.1.5;8.5.1.5.1;9.5	Distance;Far;Near;Next to;Touching, contact;Case	1	LUK 18:11!4
πρὸς	unknown	no	84B	7.3.4.7	Extend	39	LUK 10:23!3; LUK 11:5!12; LUK 12:58!21; LUK 13:34!11; LUK 15:18!3; LUK 15:20!4; LUK 16:26!17; LUK 16:26!23; LUK 16:30!13; LUK 17:4!12; LUK 18:3!10; LUK 18:40!8; LUK 19:29!9; LUK 19:35!4; LUK 1:27!1; LUK 1:28!3; LUK 1:43!12; LUK 20:10!4; LUK 21:38!6; LUK 22:45!7; LUK 23:15!7; LUK 23:28!3; LUK 23:7!11; LUK 24:12!17; LUK 24:50!5; LUK 4:11!9; LUK 4:26!13; LUK 4:26!2; LUK 4:40!13; LUK 7:19!2; LUK 7:20!13; LUK 7:20!3; LUK 7:3!7; LUK 7:4!4; LUK 7:44!3; LUK 7:7!5; LUK 8:19!3; LUK 8:35!8; LUK 8:4!10
πρὸς	unknown	no	89D	9.6.2.2	Limitation of topic	4	LUK 12:41!14; LUK 12:41!6; LUK 14:32!12; LUK 19:42!12
πρὸς	unknown	no	89E	9.6.2.3	Relations involving correspondences	1	LUK 12:47!17
πρὸς	unknown	no	89T	4;4.1	Relationships;Social behavior	2	LUK 24:17!11; LUK 9:41!14
πρὸς	unknown	no	90F	9.5	Case	2	LUK 18:1!5; LUK 20:19!24
πρὸς	unknown	no	90H	9.5	Case	3	LUK 14:6!5; LUK 23:12!21; LUK 5:30!9
πρὸς	unknown	no	90M	9.5	Case	99	LUK 10:2!3; LUK 10:26!4; LUK 10:29!7; LUK 11:1!18; LUK 11:39!5; LUK 11:5!3; LUK 12:1!13; LUK 12:15!3; LUK 12:16!4; LUK 12:22!3; LUK 13:23!13; LUK 13:7!3; LUK 14:23!5; LUK 14:25!9; LUK 14:3!6; LUK 14:5!2; LUK 14:7!13; LUK 14:7!3; LUK 15:22!5; LUK 15:3!3; LUK 16:1!4; LUK 17:1!3; LUK 17:22!3; LUK 18:31!6; LUK 19:13!12; LUK 19:33!10; LUK 19:39!9; LUK 19:5!11; LUK 19:8!5; LUK 19:9!3; LUK 1:13!3; LUK 1:18!4; LUK 1:19!18; LUK 1:34!4; LUK 1:55!3; LUK 1:61!3; LUK 1:73!4; LUK 1:80!17; LUK 20:14!7; LUK 20:2!4; LUK 20:23!7; LUK 20:25!4; LUK 20:3!4; LUK 20:41!3; LUK 20:5!4; LUK 20:9!3; LUK 22:15!3; LUK 22:52!4; LUK 22:70!13; LUK 23:14!2; LUK 23:22!5; LUK 23:4!5; LUK 24:10!18; LUK 24:14!4; LUK 24:17!3; LUK 24:18!7; LUK 24:25!4; LUK 24:32!3; LUK 24:44!11; LUK 24:44!3; LUK 24:5!13; LUK 2:15!15; LUK 2:18!12; LUK 2:20!18; LUK 2:34!7; LUK 2:48!7; LUK 2:49!3; LUK 3:12!8; LUK 3:13!4; LUK 4:21!4; LUK 4:23!3; LUK 4:36!8; LUK 4:4!3; LUK 4:43!4; LUK 5:10!16; LUK 5:22!10; LUK 5:31!6; LUK 5:33!4; LUK 5:34!4; LUK 5:36!5; LUK 5:4!6; LUK 6:11!7; LUK 6:3!3; LUK 6:9!5; LUK 7:24!8; LUK 7:40!6; LUK 7:50!3; LUK 8:21!5; LUK 8:22!18; LUK 8:25!12; LUK 9:13!3; LUK 9:14!8; LUK 9:23!3; LUK 9:3!3; LUK 9:33!12; LUK 9:43!17; LUK 9:50!3; LUK 9:57!9; LUK 9:59!3
πρῶτοι	unknown	no	87C	4.5.6.1	High status	3	LUK 13:30!10; LUK 13:30!7; LUK 19:47!21
πρῶτον	unknown	no	60C	8.1.1.2	Ordinal numbers	1	LUK 12:1!17
πρῶτον	unknown	no	67B	8.4.5	Relative time	9	LUK 10:5!7; LUK 11:38!8; LUK 14:28!9; LUK 14:31!12; LUK 17:25!1; LUK 21:9!13; LUK 6:42!28; LUK 9:59!14; LUK 9:61!8
πρῶτος	unknown	no	60C	8.1.1.2	Ordinal numbers	3	LUK 14:18!8; LUK 19:16!4; LUK 20:29!7
πτέρυγας	unknown	no	8B	2.1	Body	1	LUK 13:34!27
πτερύγιον	pinnacle; summit (of the Temple)	yes	7C	6.5.2	Parts of a building	1	LUK 4:9!10
πτοηθέντες	unknown	no	25V	3.4.2.4	Afraid	1	LUK 24:37!1
πτοηθῆτε	unknown	no	25V	3.4.2.4	Afraid	1	LUK 21:9!8
πτωχοί	unknown	no	57F	6.8.1.3	Poor	1	LUK 6:20!14
πτωχούς	unknown	no	57F	6.8.1.3	Poor	1	LUK 14:13!6
πτωχοὶ	unknown	no	57F	6.8.1.3	Poor	1	LUK 7:22!22
πτωχοὺς	unknown	no	57F	6.8.1.3	Poor	1	LUK 14:21!29
πτωχοῖς	unknown	no	57F	6.8.1.3	Poor	3	LUK 18:22!17; LUK 19:8!16; LUK 4:18!10
πτωχὴ	unknown	no	57F	6.8.1.3	Poor	1	LUK 21:3!10
πτωχὸν	unknown	no	57F	6.8.1.3	Poor	1	LUK 16:22!5
πτωχὸς	unknown	no	57F	6.8.1.3	Poor	1	LUK 16:20!1
πτύξας	unknown	no	79A'	8.3.1.5.1	Roll up	1	LUK 4:20!2
πτύον	winnowing shovel	yes	6B	6.2.8	Agricultural tool	1	LUK 3:17!3
πτῶσιν	unknown	no	13B;20C;87D	9.1.1.2;7.9.3;4.5.6.2	Become, change state;Destroy;Low status	1	LUK 2:34!16
πυκνὰ	unknown	no	67A	8.4.3	Indefinite time	1	LUK 5:33!10
πυλῶνα	unknown	no	7C	6.5.2	Parts of a building	1	LUK 16:20!9
πυρί	unknown	no	2C	5.5	Fire	1	LUK 3:16!33
πυρετῷ	unknown	no	23I	2.5.1;2.5.2	Disease;Sick	2	LUK 4:38!17; LUK 4:39!7
πυρὶ	unknown	no	2C	5.5	Fire	1	LUK 3:17!24
πωλήσατε	unknown	no	57O	6.8.4;6.8.4.1	Buy;Financial transaction	1	LUK 12:33!1
πωλησάτω	unknown	no	57O	6.8.4;6.8.4.1	Buy;Financial transaction	1	LUK 22:36!17
πωλοῦνται	unknown	no	57O	6.8.4;6.8.4.1	Buy;Financial transaction	1	LUK 12:6!4
πωλοῦντας	unknown	no	57O	6.8.4;6.8.4.1	Buy;Financial transaction	1	LUK 19:45!9
πόδα	unknown	no	8B	2.1	Body	1	LUK 4:11!12
πόδας	unknown	no	8B	2.1	Body	16	LUK 10:11!13; LUK 10:39!12; LUK 15:22!28; LUK 17:16!7; LUK 1:79!12; LUK 24:39!7; LUK 24:40!10; LUK 7:38!14; LUK 7:38!26; LUK 7:38!6; LUK 7:44!21; LUK 7:44!31; LUK 7:45!15; LUK 7:46!12; LUK 8:35!26; LUK 8:41!18
πόθεν	unknown	no	84A	7.3.4.7	Extend	3	LUK 13:25!30; LUK 13:27!7; LUK 20:7!5
πόθεν	unknown	no	89G	9.6.2.5;9.6.2.5.1;9.6.2.5.2	Cause;Reason;Without cause	1	LUK 1:43!2
πόλει	unknown	no	1N	4.6.7.2	City	7	LUK 10:12!13; LUK 18:2!7; LUK 18:3!6; LUK 23:19!9; LUK 24:49!17; LUK 2:11!11; LUK 7:37!8
