Greek_Word	SemDom	SemDom_Name	Total_Unique_References	Refs
δὴ	9.6.3.2	Markers of emphasis	1	LUK 2:15!18
δὶς	8.1.1.3	Number of times	1	LUK 18:12!2
δὸς	6.1.2;6.1.2.1	Method;Try, attempt	1	LUK 12:58!13
δῶμα	6.5.2	Parts of a building	1	LUK 5:19!13
δῶρα	6.8.3;6.8.3.1;7.4;7.4.1	Give, donate;Give, hand to;Have, be with;Share wealth	1	LUK 21:1!10
δῶρα	6.7.7;6.8.3;6.8.3.1;7.4;7.4.1	Container;Give, donate;Give, hand to;Have, be with;Share wealth	1	LUK 21:4!11
εἰ	9.6.2.5;9.6.2.5.1;9.6.2.5.2	Cause;Reason;Without cause	2	LUK 12:26!1; LUK 12:28!1
εἰ	9.6.2.8	Condition	17	LUK 10:13!8; LUK 11:13!1; LUK 11:18!1; LUK 11:19!1; LUK 11:20!1; LUK 11:36!1; LUK 11:8!3; LUK 12:39!5; LUK 12:49!10; LUK 16:11!1; LUK 16:12!2; LUK 17:2!3; LUK 22:42!3; LUK 23:31!2; LUK 23:35!16; LUK 6:32!2; LUK 7:39!13
εἰ	9.6.1.5	But	10	LUK 10:22!15; LUK 10:22!24; LUK 11:29!20; LUK 17:18!8; LUK 18:19!12; LUK 4:26!7; LUK 4:27!16; LUK 5:21!20; LUK 6:4!24; LUK 8:51!12
εἰ	9.5	Case	7	LUK 13:23!6; LUK 14:28!14; LUK 14:31!14; LUK 22:49!10; LUK 23:6!5; LUK 6:7!8; LUK 6:9!9
εἰδέναι	3.2.3	Know	2	LUK 20:7!4; LUK 22:34!15
εἰδότες	3.2.3	Know	1	LUK 8:53!4
εἰδὼς	3.2.3	Know	1	LUK 9:47!4
εἰδὼς	3.2.4	Understand	2	LUK 11:17!3; LUK 9:33!34
εἰδῆτε	3.2.3	Know	1	LUK 5:24!3
εἰθισμένον	4.3.9;4.3.9.1	Culture;Custom	1	LUK 2:27!23
εἰκόνα	4.9.8;4.9.8.1	Idol;Religious things	1	LUK 20:24!6
εἰμί	8;9.1.1	Be;States	1	LUK 22:58!19
εἰμι	8;9.1.1	Be;States	11	LUK 19:22!16; LUK 1:18!13; LUK 1:19!8; LUK 21:8!16; LUK 22:27!17; LUK 22:33!9; LUK 22:70!20; LUK 24:39!11; LUK 5:8!16; LUK 7:6!28; LUK 7:8!5
εἰμὶ	8;9.1.1	Be;States	4	LUK 15:19!2; LUK 15:21!15; LUK 18:11!14; LUK 3:16!18
εἰπέ	3.5.1	Say	1	LUK 7:40!16
εἰπεῖν	3.5.1	Say	7	LUK 12:12!13; LUK 14:17!10; LUK 5:14!6; LUK 5:23!11; LUK 5:23!4; LUK 7:40!12; LUK 8:56!11
εἰπών	3.5.1	Say	2	LUK 22:8!6; LUK 5:13!7
εἰπὲ	3.5.1	Say	4	LUK 10:40!23; LUK 12:13!9; LUK 4:3!11; LUK 7:7!9
εἰπὸν	3.5.1	Say	1	LUK 22:67!7
εἰπὼν	3.5.1	Say	4	LUK 19:28!2; LUK 23:46!18; LUK 24:40!3; LUK 9:22!1
εἰρήκει	3.5.1	Say	1	LUK 22:13!5
εἰρήνη	4.4.1	Prosperity	1	LUK 10:6!11
εἰρήνη	3.4.2.4.1	Worried	2	LUK 19:38!11; LUK 2:14!8
εἰρήνην	4.4.1	Prosperity	5	LUK 12:51!3; LUK 14:32!13; LUK 19:42!13; LUK 7:50!13; LUK 8:48!13
εἰρήνης	4.4.1	Prosperity	2	LUK 10:6!6; LUK 1:79!16
εἰρήνῃ	4.4.1	Prosperity	1	LUK 11:21!10
εἰρήνῃ	3.4.2.4.1	Worried	1	LUK 2:29!12
εἰρημένον	3.5.1	Say	1	LUK 2:24!7
εἰς	9.1.1.2	Become, change state	15	LUK 11:4!18; LUK 13:19!16; LUK 18:17!17; LUK 18:24!13; LUK 18:25!11; LUK 20:17!19; LUK 22:33!14; LUK 22:40!11; LUK 22:46!11; LUK 24:20!11; LUK 24:26!9; LUK 3:5!14; LUK 3:5!19; LUK 7:50!12; LUK 8:48!12
εἰς	8.4.2	Take time	5	LUK 12:19!11; LUK 13:9!5; LUK 1:33!7; LUK 1:50!5; LUK 1:55!13
εἰς	8.4.1	Period of time	1	LUK 1:20!23
εἰς	8.5.1.2.2;8.5.1.4	Between;Inside	9	LUK 10:36!11; LUK 11:7!19; LUK 21:24!7; LUK 22:17!10; LUK 4:23!17; LUK 4:35!17; LUK 4:44!4; LUK 8:14!3; LUK 9:61!14
εἰς	8.5.1.3	On	8	LUK 10:11!11; LUK 14:10!6; LUK 14:8!9; LUK 15:22!20; LUK 15:22!26; LUK 21:37!14; LUK 8:23!9; LUK 9:28!18
εἰς	7.3.4.7	Extend	143	LUK 10:1!20; LUK 10:10!1; LUK 10:10!12; LUK 10:30!11; LUK 10:34!20; LUK 10:38!8; LUK 10:5!1; LUK 10:7!24; LUK 10:8!2; LUK 11:24!20; LUK 11:33!4; LUK 11:49!10; LUK 12:28!11; LUK 12:5!14; LUK 12:58!36; LUK 13:19!9; LUK 13:21!8; LUK 13:22!11; LUK 14:1!7; LUK 14:21!20; LUK 14:23!9; LUK 14:31!8; LUK 14:5!10; LUK 14:8!5; LUK 15:13!12; LUK 15:15!13; LUK 15:6!3; LUK 16:22!12; LUK 16:27!10; LUK 16:28!13; LUK 16:4!12; LUK 16:9!18; LUK 17:11!6; LUK 17:2!13; LUK 17:27!10; LUK 17:31!28; LUK 18:10!4; LUK 18:13!12; LUK 18:14!6; LUK 18:31!10; LUK 18:35!7; LUK 19:12!7; LUK 19:28!7; LUK 19:29!5; LUK 19:30!3; LUK 19:4!3; LUK 19:45!3; LUK 1:23!11; LUK 1:26!14; LUK 1:39!14; LUK 1:39!9; LUK 1:40!3; LUK 1:44!10; LUK 1:56!11; LUK 1:9!10; LUK 21:1!6; LUK 21:12!14; LUK 21:21!23; LUK 21:21!7; LUK 21:4!9; LUK 22:10!19; LUK 22:10!22; LUK 22:10!8; LUK 22:3!4; LUK 22:33!11; LUK 22:39!7; LUK 22:54!7; LUK 22:66!17; LUK 23:25!9; LUK 23:46!9; LUK 24:13!12; LUK 24:28!3; LUK 24:33!7; LUK 24:51!13; LUK 24:52!6; LUK 2:15!7; LUK 2:22!15; LUK 2:27!6; LUK 2:28!5; LUK 2:3!6; LUK 2:39!11; LUK 2:39!14; LUK 2:4!11; LUK 2:4!14; LUK 2:41!8; LUK 2:45!5; LUK 2:51!7; LUK 3:17!16; LUK 3:3!3; LUK 3:9!21; LUK 4:14!10; LUK 4:16!19; LUK 4:16!3; LUK 4:26!9; LUK 4:31!3; LUK 4:37!6; LUK 4:38!7; LUK 4:42!6; LUK 4:9!4; LUK 5:19!22; LUK 5:24!28; LUK 5:25!11; LUK 5:3!3; LUK 5:37!6; LUK 5:38!4; LUK 5:4!10; LUK 6:12!9; LUK 6:20!7; LUK 6:38!11; LUK 6:39!13; LUK 6:4!3; LUK 6:6!8; LUK 6:8!19; LUK 7:1!13; LUK 7:1!7; LUK 7:10!3; LUK 7:11!7; LUK 7:24!15; LUK 7:36!13; LUK 7:44!15; LUK 8:22!10; LUK 8:22!21; LUK 8:26!3; LUK 8:29!30; LUK 8:30!18; LUK 8:31!8; LUK 8:32!17; LUK 8:33!19; LUK 8:33!9; LUK 8:37!21; LUK 8:39!2; LUK 8:41!24; LUK 8:51!3; LUK 8:8!4; LUK 9:10!15; LUK 9:12!17; LUK 9:16!11; LUK 9:34!16; LUK 9:4!2; LUK 9:51!18; LUK 9:52!10; LUK 9:53!11; LUK 9:56!3
εἰς	9.6.2.6;9.6.2.6.1	Result;Without result	4	LUK 14:28!16; LUK 1:79!14; LUK 5:17!33; LUK 8:17!16
εἰς	3.3.1.1;9.6.2.7;9.6.2.7.1	Purpose;Purpose, goal;Without purpose	11	LUK 10:2!22; LUK 22:19!21; LUK 2:32!2; LUK 2:34!15; LUK 2:34!24; LUK 3:3!11; LUK 5:14!22; LUK 5:32!7; LUK 5:4!18; LUK 9:3!7; LUK 9:5!19
εἰς	9.5	Case	6	LUK 12:21!7; LUK 14:35!2; LUK 14:35!5; LUK 16:16!17; LUK 16:8!24; LUK 7:30!12
εἰς	9.5.1;9.5.1.1	Beneficiary of an event;Primary cases	1	LUK 9:13!27
εἰς	9.5	Case	10	LUK 12:10!15; LUK 12:10!6; LUK 15:17!1; LUK 15:18!12; LUK 15:21!8; LUK 17:4!7; LUK 22:65!6; LUK 24:47!11; LUK 8:34!10; LUK 8:34!14
εἰσάγαγε	7.3.3	Take somewhere	1	LUK 14:21!36
εἰσέλθητε	7.2.3.4	Move in	3	LUK 10:10!6; LUK 10:5!5; LUK 9:4!6
εἰσέλθητε	9.5	Case	1	LUK 22:46!10
εἰσέλθῃ	9.5	Case	1	LUK 18:17!16
εἰσέλθῃς	7.2.3.4	Move in	1	LUK 7:6!34
εἰσέρχησθε	7.2.3.4	Move in	1	LUK 10:8!6
εἰσήγαγον	7.3.3	Take somewhere	1	LUK 22:54!6
εἰσήλθατε	9.5	Case	1	LUK 11:52!13
εἰσίν	8.5.3	Be at a place	3	LUK 11:7!22; LUK 7:25!21; LUK 9:27!5
εἰσαγαγεῖν	7.3;7.3.1	Carry;Move something	1	LUK 2:27!12
εἰσελθεῖν	7.2.3.4	Move in	7	LUK 14:23!16; LUK 15:28!6; LUK 6:6!6; LUK 8:32!19; LUK 8:41!23; LUK 8:51!8; LUK 9:34!14
εἰσελθεῖν	9.5	Case	6	LUK 13:24!12; LUK 13:24!2; LUK 18:25!16; LUK 18:25!8; LUK 22:40!10; LUK 24:26!8
εἰσελθοῦσαι	7.2.3.4	Move in	1	LUK 24:3!1
εἰσελθόντα	7.2.3.4	Move in	1	LUK 11:26!11
εἰσελθόντι	7.2.3.4	Move in	1	LUK 17:7!11
εἰσελθόντων	7.2.3.4	Move in	1	LUK 22:10!6
εἰσελθὼν	7.2.3.4	Move in	6	LUK 11:37!12; LUK 19:1!2; LUK 19:45!2; LUK 1:28!2; LUK 1:9!9; LUK 7:36!12
εἰσενέγκωσιν	7.3;7.3.1	Carry;Move something	1	LUK 5:19!5
εἰσενέγκῃς	9.5	Case	1	LUK 11:4!16
εἰσενεγκεῖν	7.3;7.3.1	Carry;Move something	1	LUK 5:18!14
εἰσερχέσθωσαν	7.2.3.4	Move in	1	LUK 21:21!22
εἰσερχομένου	7.2.3.4	Move in	1	LUK 17:12!2
εἰσερχομένους	9.5	Case	1	LUK 11:52!16
εἰσηκούσθη	2.3.2	Hear	1	LUK 1:13!11
εἰσιν	8;9.1.1	Be;States	10	LUK 12:38!15; LUK 16:8!29; LUK 20:36!11; LUK 20:36!8; LUK 21:22!5; LUK 7:32!2; LUK 8:12!6; LUK 8:14!8; LUK 8:15!8; LUK 8:21!13
εἰσπορευόμενοι	7.2.3.4	Move in	3	LUK 11:33!17; LUK 19:30!9; LUK 8:16!18
εἰσπορεύεται	7.2.3.4	Move in	1	LUK 22:10!24
εἰσπορεύονται	7.2.3.4	Move in	1	LUK 18:24!18
εἰσφέρωσιν	7.3;7.3.1	Carry;Move something	1	LUK 12:11!3
εἰσὶν	8;9.1.1	Be;States	4	LUK 13:30!3; LUK 13:30!9; LUK 18:9!11; LUK 7:31!11
εἰσὶν	9.1.1.1	Exist	2	LUK 13:14!18; LUK 9:13!13
εἰσῆλθεν	7.2.3.4	Move in	10	LUK 10:38!7; LUK 17:27!8; LUK 19:7!10; LUK 1:40!2; LUK 24:29!18; LUK 4:16!9; LUK 4:38!6; LUK 6:4!2; LUK 7:1!12; LUK 8:30!15
εἰσῆλθον	7.2.3.4	Move in	3	LUK 7:45!9; LUK 8:33!8; LUK 9:52!9
εἰσῆλθόν	7.2.3.4	Move in	1	LUK 7:44!13
εἰωθὸς	4.3.9;4.3.9.1	Culture;Custom	1	LUK 4:16!12
εἱλκωμένος	2.5.1;2.5.2	Disease;Sick	1	LUK 16:20!11
εἱστήκει	7.1.1	Stand	1	LUK 23:35!2
εἱστήκεισαν	7.1.1	Stand	1	LUK 23:10!1
εἱστήκεισαν	8.5.3	Be at a place	1	LUK 23:49!1
εἴ	9.6.2.8	Condition	1	LUK 19:8!19
εἴα	9.1.2.1	Happen	1	LUK 4:41!20
εἴδει	2.3.1.8	Appearance	1	LUK 3:22!8
εἴδετε	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 7:22!9
εἴδομέν	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 9:49!6
εἴη	8;9.1.1	Be;States	7	LUK 15:26!9; LUK 18:36!7; LUK 1:29!10; LUK 22:23!10; LUK 3:15!17; LUK 8:9!9; LUK 9:46!9
εἴκοσι	8.1.1.1	Cardinal numbers	1	LUK 14:31!23
εἴπατέ	3.5.1	Say	1	LUK 20:3!11
εἴπατε	3.5.1	Say	3	LUK 10:10!16; LUK 12:3!7; LUK 13:32!5
εἴπητε	3.5.1	Say	2	LUK 12:11!22; LUK 13:35!17
εἴπω	3.5.1	Say	1	LUK 22:67!14
εἴπωμεν	3.5.1	Say	3	LUK 20:5!9; LUK 20:6!3; LUK 9:54!11
εἴπωσιν	3.5.1	Say	1	LUK 6:26!5
εἴπῃ	3.5.1	Say	3	LUK 11:5!16; LUK 11:7!4; LUK 12:45!3
εἴς	7.3.4.7	Extend	1	LUK 17:12!4
εἵνεκεν	3.3.1.1;9.6.2.7;9.6.2.7.1	Purpose;Purpose, goal;Without purpose	1	LUK 4:18!6
εἶ	8;9.1.1	Be;States	15	LUK 19:21!7; LUK 22:58!12; LUK 22:67!4; LUK 22:70!6; LUK 23:3!8; LUK 23:37!5; LUK 23:39!11; LUK 23:40!18; LUK 3:22!19; LUK 4:3!8; LUK 4:34!14; LUK 4:41!12; LUK 4:9!18; LUK 7:19!7; LUK 7:20!17
εἶ	8.5.3	Be at a place	1	LUK 15:31!10
εἶδαν	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 10:24!16
εἶδεν	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	4	LUK 15:20!13; LUK 21:1!3; LUK 21:2!1; LUK 5:2!2
εἶδον	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	5	LUK 19:37!27; LUK 24:24!21; LUK 2:20!15; LUK 2:30!2; LUK 9:32!13
εἶδος	2.3.1;2.5.4;2.5.4.1;2.3.1.8	Blind;Disabled;See;Appearance	1	LUK 9:29!8
εἶναί	8;9.1.1	Be;States	3	LUK 14:26!35; LUK 14:27!13; LUK 14:33!15
εἶναί	8.5.3	Be at a place	1	LUK 2:49!18
εἶναι	8;9.1.1	Be;States	10	LUK 11:8!11; LUK 20:20!8; LUK 20:41!9; LUK 20:6!16; LUK 22:24!11; LUK 23:2!22; LUK 4:41!28; LUK 9:18!23; LUK 9:18!5; LUK 9:20!9
εἶναι	9.1.1.1	Exist	1	LUK 20:27!10
εἶναι	8.3.5.4	Pattern, model	1	LUK 2:4!22
εἶναι	8.5.3	Be at a place	7	LUK 11:1!5; LUK 19:11!11; LUK 2:44!4; LUK 2:6!5; LUK 5:12!5; LUK 8:38!11; LUK 9:33!20
εἶπέν	3.5.1	Say	2	LUK 11:1!13; LUK 9:57!7
εἶπαν	3.5.1	Say	27	LUK 17:5!2; LUK 19:25!2; LUK 19:33!6; LUK 19:34!3; LUK 19:39!8; LUK 1:61!2; LUK 20:16!14; LUK 20:2!2; LUK 20:24!11; LUK 20:39!6; LUK 22:35!18; LUK 22:38!3; LUK 22:49!8; LUK 22:70!1; LUK 22:71!3; LUK 22:9!3; LUK 24:19!7; LUK 24:32!2; LUK 24:5!12; LUK 3:12!7; LUK 5:33!3; LUK 6:2!5; LUK 7:20!7; LUK 9:12!10; LUK 9:13!11; LUK 9:19!4; LUK 9:54!8
εἶπας	3.5.1	Say	1	LUK 20:39!9
εἶπεν	3.2.5	Opinion	3	LUK 16:3!1; LUK 18:4!9; LUK 7:39!8
εἶπεν	3.5.1	Say	214	LUK 10:18!1; LUK 10:21!11; LUK 10:23!8; LUK 10:26!3; LUK 10:27!4; LUK 10:28!1; LUK 10:29!6; LUK 10:30!5; LUK 10:35!12; LUK 10:37!10; LUK 10:37!3; LUK 10:40!10; LUK 10:41!3; LUK 11:17!7; LUK 11:2!1; LUK 11:27!15; LUK 11:28!3; LUK 11:39!1; LUK 11:46!3; LUK 11:49!8; LUK 11:5!2; LUK 12:14!3; LUK 12:15!1; LUK 12:16!1; LUK 12:18!2; LUK 12:20!1; LUK 12:42!2; LUK 13:12!8; LUK 13:15!7; LUK 13:2!3; LUK 13:20!3; LUK 13:23!1; LUK 13:23!12; LUK 13:32!2; LUK 13:7!1; LUK 14:15!7; LUK 14:16!3; LUK 14:18!9; LUK 14:19!3; LUK 14:20!3; LUK 14:21!14; LUK 14:22!2; LUK 14:23!2; LUK 14:25!8; LUK 14:3!5; LUK 14:5!4; LUK 15:12!2; LUK 15:21!1; LUK 15:22!1; LUK 15:27!3; LUK 15:29!4; LUK 15:3!1; LUK 15:31!3; LUK 16:15!2; LUK 16:2!4; LUK 16:24!4; LUK 16:25!1; LUK 16:27!1; LUK 16:30!3; LUK 16:31!1; LUK 16:6!3; LUK 16:6!9; LUK 16:7!10; LUK 16:7!3; LUK 17:14!3; LUK 17:17!5; LUK 17:19!2; LUK 17:20!15; LUK 17:37!9; LUK 17:6!1; LUK 18:19!1; LUK 18:21!3; LUK 18:22!5; LUK 18:24!6; LUK 18:27!3; LUK 18:29!3; LUK 18:31!5; LUK 18:41!7; LUK 18:42!4; LUK 18:6!1; LUK 19:11!6; LUK 19:12!1; LUK 19:13!11; LUK 19:15!11; LUK 19:17!2; LUK 19:19!1; LUK 19:24!4; LUK 19:32!7; LUK 19:40!3; LUK 19:5!10; LUK 19:8!4; LUK 19:9!1; LUK 1:13!1; LUK 1:18!2; LUK 1:19!5; LUK 1:28!5; LUK 1:30!2; LUK 1:34!1; LUK 1:35!5; LUK 1:38!1; LUK 1:42!6; LUK 1:46!2; LUK 1:60!6; LUK 20:13!1; LUK 20:17!5; LUK 20:19!26; LUK 20:23!6; LUK 20:25!3; LUK 20:3!3; LUK 20:34!2; LUK 20:45!6; LUK 20:8!4; LUK 21:29!2; LUK 21:3!2; LUK 21:5!13; LUK 21:8!3; LUK 22:10!3; LUK 22:15!2; LUK 22:17!5; LUK 22:25!3; LUK 22:33!3; LUK 22:34!3; LUK 22:35!2; LUK 22:36!1; LUK 22:38!11; LUK 22:40!6; LUK 22:46!2; LUK 22:48!3; LUK 22:51!5; LUK 22:52!1; LUK 22:56!13; LUK 22:60!1; LUK 22:61!17; LUK 22:67!9; LUK 23:14!1; LUK 23:22!4; LUK 23:28!7; LUK 23:4!4; LUK 23:43!2; LUK 23:46!7; LUK 24:17!1; LUK 24:18!6; LUK 24:19!2; LUK 24:25!3; LUK 24:38!2; LUK 24:41!10; LUK 24:46!2; LUK 2:10!2; LUK 2:28!13; LUK 2:34!6; LUK 2:48!6; LUK 2:49!2; LUK 3:13!3; LUK 3:14!12; LUK 4:12!3; LUK 4:23!2; LUK 4:24!1; LUK 4:3!1; LUK 4:43!3; LUK 4:6!2; LUK 4:8!5; LUK 4:9!14; LUK 5:10!15; LUK 5:20!6; LUK 5:22!9; LUK 5:24!16; LUK 5:27!15; LUK 5:31!5; LUK 5:34!3; LUK 5:4!5; LUK 5:5!4; LUK 6:10!5; LUK 6:3!5; LUK 6:8!7; LUK 6:9!1; LUK 7:13!10; LUK 7:14!11; LUK 7:22!3; LUK 7:40!5; LUK 7:43!12; LUK 7:43!3; LUK 7:48!1; LUK 7:50!1; LUK 7:9!14; LUK 8:10!3; LUK 8:21!4; LUK 8:22!17; LUK 8:25!1; LUK 8:28!11; LUK 8:30!12; LUK 8:4!12; LUK 8:45!12; LUK 8:45!2; LUK 8:46!4; LUK 8:48!3; LUK 8:52!9; LUK 9:13!1; LUK 9:14!6; LUK 9:20!1; LUK 9:20!13; LUK 9:3!2; LUK 9:33!9; LUK 9:41!5; LUK 9:43!16; LUK 9:48!2; LUK 9:49!4; LUK 9:50!1; LUK 9:58!2; LUK 9:59!1; LUK 9:59!9; LUK 9:60!1; LUK 9:61!1; LUK 9:62!1; LUK 9:9!1
εἶπον	3.5.1	Say	2	LUK 11:15!5; LUK 24:24!17
εἶτα	8.4.5	Relative time	1	LUK 8:12!9
εἶχέν	6.8.1	Have wealth	1	LUK 13:6!7
εἶχεν	6.8.1	Have wealth	3	LUK 15:11!5; LUK 16:1!12; LUK 21:4!22
εἶχον	6.8.1	Have wealth	1	LUK 19:20!12
εἶχον	9.5	Case	1	LUK 4:40!7
εἷς	8.1.1.1	Cardinal numbers	4	LUK 17:15!1; LUK 17:34!12; LUK 18:10!9; LUK 7:41!7
εἷς	8.1.6	Whole, complete	1	LUK 18:19!14
εἷς	9.2;9.2.3	Part of speech;Pronouns	3	LUK 22:47!10; LUK 22:50!3; LUK 24:18!3
εὐαγγελίζεται	3.5.2;3.5.2.1;3.5.3.2	Information;Make speech;Report	1	LUK 16:16!14
εὐαγγελίζομαι	3.5.2;3.5.2.1;3.5.3.2	Information;Make speech;Report	1	LUK 2:10!10
εὐαγγελίζονται	3.5.2;3.5.2.1;3.5.3.2	Information;Make speech;Report	1	LUK 7:22!23
εὐαγγελίσασθαί	3.5.2;3.5.2.1;3.5.3.2	Information;Make speech;Report	2	LUK 1:19!21; LUK 4:43!11
εὐαγγελίσασθαι	3.5.2;3.5.2.1;3.5.3.2	Information;Make speech;Report	1	LUK 4:18!9
εὐαγγελιζομένου	3.5.2;3.5.2.1;3.5.3.2	Information;Make speech;Report	1	LUK 20:1!15
εὐαγγελιζόμενοι	3.5.2;3.5.2.1;3.5.3.2	Information;Make speech;Report	1	LUK 9:6!7
εὐαγγελιζόμενος	3.5.2;3.5.2.1;3.5.3.2	Information;Make speech;Report	1	LUK 8:1!15
εὐγενὴς	4.5.6.1	High status	1	LUK 19:12!5
εὐδοκία	3.4.1.1.8;3.4.1.2	Happy;Pleased with	1	LUK 10:21!37
εὐδοκίας	3.4.1.1.8;3.4.1.2	Happy;Pleased with	1	LUK 2:14!11
εὐδόκησα	3.4.1.1.8;3.4.1.2	Happy;Pleased with	1	LUK 3:22!27
εὐδόκησεν	3.4.1.1.8;3.4.1.2	Happy;Pleased with	1	LUK 12:32!7
εὐεργέται	4.3.4.2	Help	1	LUK 22:25!15
εὐηγγελίζετο	3.5.2;3.5.2.1;3.5.3.2	Information;Make speech;Report	1	LUK 3:18!7
εὐθέως	8.4.5	Relative time	5	LUK 12:36!18; LUK 12:54!12; LUK 14:5!15; LUK 21:9!16; LUK 5:13!11
εὐθείαν	8.3.1.3;8.3.1.5	Bend;Straight	1	LUK 3:5!15
εὐθείας	8.3.1.3;8.3.1.5	Bend;Straight	1	LUK 3:4!18
εὐθὺς	8.4.5	Relative time	1	LUK 6:49!22
εὐκαιρίαν	8.4.3	Indefinite time	1	LUK 22:6!5
εὐκοπώτερον	4.4.2	Trouble	2	LUK 18:25!1; LUK 5:23!3
εὐλαβής	4.9.5	Practice religion	1	LUK 2:25!16
εὐλογεῖν	4.9.4.3;4.9.4.4	Bless;Curse	1	LUK 24:51!5
εὐλογεῖτε	4.9.4.3;4.9.4.4	Bless;Curse	1	LUK 6:28!1
εὐλογημένος	4.3.4	Do good to	1	LUK 1:42!12
εὐλογοῦντες	3.5.1.7	Praise	1	LUK 24:53!8
εὐλογῶν	3.5.1.7	Praise	1	LUK 1:64!13
εὐλόγησεν	4.9.4.3;4.9.4.4	Bless;Curse	2	LUK 24:50!12; LUK 2:34!2
εὐλόγησεν	3.5.1.7	Praise	3	LUK 24:30!12; LUK 2:28!9; LUK 9:16!14
εὐτόνως	9.3.1.1;9.3.1.2	To a large degree;To a small degree	1	LUK 23:10!8
εὐφραίνεσθαι	4.2.2;4.2.2.1;4.2.2.2;4.2.2.3	Celebrate;Ceremony;Festival, show;Social event	1	LUK 15:24!16
εὐφραίνου	4.2.2;4.2.2.1;4.2.2.2;4.2.2.3	Celebrate;Ceremony;Festival, show;Social event	1	LUK 12:19!17
εὐφραινόμενος	4.2.2;4.2.2.1;4.2.2.2;4.2.2.3	Celebrate;Ceremony;Festival, show;Social event	1	LUK 16:19!11
εὐφρανθῆναι	4.2.2;4.2.2.1;4.2.2.2;4.2.2.3	Celebrate;Ceremony;Festival, show;Social event	1	LUK 15:32!1
εὐφρανθῶ	4.2.2;4.2.2.1;4.2.2.2;4.2.2.3	Celebrate;Ceremony;Festival, show;Social event	1	LUK 15:29!28
εὐφρανθῶμεν	4.2.2;4.2.2.1;4.2.2.2;4.2.2.3	Celebrate;Ceremony;Festival, show;Social event	1	LUK 15:23!10
εὐφόρησεν	1.5.6	Growth of plants	1	LUK 12:16!10
εὐχαριστήσας	3.5.1.7.1	Thank	2	LUK 22:17!4; LUK 22:19!4
εὐχαριστῶ	3.5.1.7.1	Thank	1	LUK 18:11!10
εὐχαριστῶν	3.5.1.7.1	Thank	1	LUK 17:16!9
εὑρέθη	7.6;7.6.2	Find;Hide	3	LUK 15:24!13; LUK 15:32!18; LUK 9:36!7
εὑρέθησαν	7.6;7.6.2	Find;Hide	1	LUK 17:18!2
εὑρήσει	7.6;7.6.2	Find;Hide	3	LUK 12:37!9; LUK 12:43!10; LUK 18:8!17
εὑρήσετε	7.6;7.6.2	Find;Hide	3	LUK 11:9!10; LUK 19:30!10; LUK 2:12!6
εὑρίσκει	3.2.2	Learn	1	LUK 11:25!3
εὑρίσκει	7.6;7.6.2	Find;Hide	1	LUK 11:10!9
εὑρίσκον	7.6;7.6.2	Find;Hide	1	LUK 11:24!17
εὑρίσκω	3.2.2	Learn	1	LUK 23:4!12
εὑρίσκω	7.6;7.6.2	Find;Hide	1	LUK 13:7!20
εὑροῦσα	7.6;7.6.2	Find;Hide	1	LUK 15:9!2
εὑροῦσαι	7.6;7.6.2	Find;Hide	1	LUK 24:23!3
εὑρόντες	3.2.2	Learn	1	LUK 5:19!3
εὑρόντες	7.6;7.6.2	Find;Hide	1	LUK 2:45!3
εὑρὼν	7.6;7.6.2	Find;Hide	1	LUK 15:5!2
εὔθετόν	6.1.2.2;6.1.2.2.1;6.1.2.2.2	Use;Useful;Useless	1	LUK 14:35!7
εὔθετός	8.3.7.7;8.3.7.7.1	Right, proper;Wrong, unsuitable	1	LUK 9:62!16
εὕραμεν	7.6;7.6.2	Find;Hide	1	LUK 23:2!7
εὕρισκον	3.2.2	Learn	1	LUK 19:48!3
εὕρωσιν	3.2.2	Learn	1	LUK 6:7!14
εὕρωσιν	7.6;7.6.2	Find;Hide	1	LUK 9:12!25
εὕρῃ	7.6;7.6.2	Find;Hide	3	LUK 12:38!12; LUK 15:4!27; LUK 15:8!23
εὗρεν	7.6;7.6.2	Find;Hide	3	LUK 13:6!22; LUK 22:45!10; LUK 4:17!12
εὗρες	8;9.1.1	Be;States	1	LUK 1:30!9
εὗρον	3.2.2	Learn	3	LUK 23:22!15; LUK 24:2!1; LUK 24:24!11
εὗρον	7.6;7.6.2	Find;Hide	11	LUK 15:6!17; LUK 15:9!12; LUK 19:32!5; LUK 22:13!3; LUK 23:14!20; LUK 24:3!4; LUK 24:33!10; LUK 2:46!6; LUK 7:10!8; LUK 7:9!23; LUK 8:35!12
ζήσασα	2.6;2.6.6	Die;Life	1	LUK 2:36!15
ζήσεται	2.6;2.6.6	Die;Life	1	LUK 4:4!13
ζήσῃ	2.6;2.6.6	Die;Life	1	LUK 10:28!9
ζεῦγος	8.1.1.5	Numbered group	1	LUK 2:24!12
ζημιωθείς	6.8.2	Accumulate wealth	1	LUK 9:25!13
ζητήσουσιν	6.1.2;6.1.2.1	Method;Try, attempt	1	LUK 13:24!11
ζητήσῃ	6.1.2;6.1.2.1	Method;Try, attempt	1	LUK 17:33!3
